#window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,lower
151364698	151464698	151414698	GALNT11_15	Makrani	7	1,000
151394698	151494698	151444698	GALNT11_15	Makrani	8	1,000
151544698	151644698	151594698	GALNT11_15	Makrani	1	1,000
70466969	70566969	70516969	OGT	Makrani	2	1,000
70496969	70596969	70546969	OGT	Makrani	1	1,000
70526969	70626969	70576969	OGT	Makrani	1	1,000
70556969	70656969	70606969	OGT	Makrani	1	1,000
74925452	75025452	74975452	FUT11	Mandenka	1	1,000
70376969	70476969	70426969	OGT	Mandenka	2	1,000
17814449	17914449	17864449	SIAT8F	Mandenka	4	1,000
65861040	65961040	65911040	B3GNT1	Maya	6	1,000
66131040	66231040	66181040	B3GNT1	Maya	3	1,000
66161040	66261040	66211040	B3GNT1	Maya	4	1,000
94173691	94273691	94223691	FUT4	Maya	8	1,000
70376969	70476969	70426969	OGT	Maya	1	1,000
70406969	70506969	70456969	OGT	Maya	1	1,000
70436969	70536969	70486969	OGT	Maya	1	1,000
70526969	70626969	70576969	OGT	Maya	1	1,000
70556969	70656969	70606969	OGT	Maya	1	1,000
22397968	22497968	22447968	SIAT8A	Maya	6	1,000
119847737	119947737	119897737	C1GALT1C1	Mbuti.Pygmies	1	1,000
74805452	74905452	74855452	FUT11	Mbuti.Pygmies	3	1,000
74835452	74935452	74885452	FUT11	Mbuti.Pygmies	2	1,000
74865452	74965452	74915452	FUT11	Mbuti.Pygmies	2	1,000
74895452	74995452	74945452	FUT11	Mbuti.Pygmies	2	1,000
74529815	74629815	74579815	GCNT4	Mbuti.Pygmies	2	1,000
68861490	68961490	68911490	SIAT4B	Mbuti.Pygmies	2	1,000
68891490	68991490	68941490	SIAT4B	Mbuti.Pygmies	2	1,000
17814449	17914449	17864449	SIAT8F	Mbuti.Pygmies	1	1,000
74835452	74935452	74885452	FUT11	Mozabite	1	1,000
74865452	74965452	74915452	FUT11	Mozabite	1	1,000
74895452	74995452	74945452	FUT11	Mozabite	1	1,000
74925452	75025452	74975452	FUT11	Mozabite	1	1,000
74955452	75055452	75005452	FUT11	Mozabite	2	1,000
70376969	70476969	70426969	OGT	Mozabite	2	1,000
70406969	70506969	70456969	OGT	Mozabite	3	1,000
70436969	70536969	70486969	OGT	Mozabite	4	1,000
70466969	70566969	70516969	OGT	Mozabite	2	1,000
70496969	70596969	70546969	OGT	Mozabite	1	1,000
191592115	191692115	191642115	B3GALT2	NAN.Melanesian	2	1,000
75105452	75205452	75155452	FUT11	NAN.Melanesian	2	1,000
45799454	45899454	45849454	FUT13	NAN.Melanesian	8	1,000
138894524	138994524	138944524	FUT7	NAN.Melanesian	1	1,000
138924524	139024524	138974524	FUT7	NAN.Melanesian	1	1,000
64998701	65098701	65048701	FUT8	NAN.Melanesian	2	1,000
151364698	151464698	151414698	GALNT11_15	NAN.Melanesian	4	1,000
151394698	151494698	151444698	GALNT11_15	NAN.Melanesian	4	1,000
151544698	151644698	151594698	GALNT11_15	NAN.Melanesian	2	1,000
68667775	68767775	68717775	GALNTL1	NAN.Melanesian	4	1,000
134951015	135051015	135001015	SIAT4A	NAN.Melanesian	4	1,000
68681490	68781490	68731490	SIAT4B	NAN.Melanesian	1	1,000
72244592	72344592	72294592	SIAT7A_B	NAN.Melanesian	12	1,000
75105452	75205452	75155452	FUT11	North.East.China	4	1,000
157882879	157982879	157932879	GALNT5	North.East.China	10	1,000
22397968	22497968	22447968	SIAT8A	North.East.China	5	1,000
151364698	151464698	151414698	GALNT11_15	North.Italy	4	1,000
151544698	151644698	151594698	GALNT11_15	North.Italy	2	1,000
70796969	70896969	70846969	OGT	North.Italy	1	1,000
70856969	70956969	70906969	OGT	North.Italy	1	1,000
70886969	70986969	70936969	OGT	North.Italy	1	1,000
70916969	71016969	70966969	OGT	North.Italy	3	1,000
70946969	71046969	70996969	OGT	North.Italy	6	1,000
22397968	22497968	22447968	SIAT8A	North.West.China	3	1,000
157882879	157982879	157932879	GALNT5	Orcadian	6	1,000
70526969	70626969	70576969	OGT	Orcadian	1	1,000
70556969	70656969	70606969	OGT	Orcadian	1	1,000
70586969	70686969	70636969	OGT	Orcadian	1	1,000
70796969	70896969	70846969	OGT	Orcadian	1	1,000
70856969	70956969	70906969	OGT	Orcadian	1	1,000
70886969	70986969	70936969	OGT	Orcadian	1	1,000
70916969	71016969	70966969	OGT	Orcadian	3	1,000
70946969	71046969	70996969	OGT	Orcadian	3	1,000
70976969	71076969	71026969	OGT	Orcadian	5	1,000
71006969	71106969	71056969	OGT	Orcadian	8	1,000
74925452	75025452	74975452	FUT11	Palestinian	3	1,000
74955452	75055452	75005452	FUT11	Palestinian	3	1,000
151364698	151464698	151414698	GALNT11_15	Palestinian	6	1,000
151394698	151494698	151444698	GALNT11_15	Palestinian	8	1,000
151544698	151644698	151594698	GALNT11_15	Palestinian	2	1,000
157882879	157982879	157932879	GALNT5	Palestinian	8	1,000
70466969	70566969	70516969	OGT	Palestinian	2	1,000
70496969	70596969	70546969	OGT	Palestinian	1	1,000
70526969	70626969	70576969	OGT	Palestinian	1	1,000
70556969	70656969	70606969	OGT	Palestinian	1	1,000
191172115	191272115	191222115	B3GALT2	Papuan	1	1,000
191202115	191302115	191252115	B3GALT2	Papuan	1	1,000
191232115	191332115	191282115	B3GALT2	Papuan	1	1,000
191262115	191362115	191312115	B3GALT2	Papuan	1	1,000
191742115	191842115	191792115	B3GALT2	Papuan	6	1,000
75105452	75205452	75155452	FUT11	Papuan	1	1,000
93723691	93823691	93773691	FUT4	Papuan	6	1,000
93753691	93853691	93803691	FUT4	Papuan	8	1,000
93783691	93883691	93833691	FUT4	Papuan	9	1,000
93813691	93913691	93863691	FUT4	Papuan	13	1,000
93843691	93943691	93893691	FUT4	Papuan	12	1,000
93873691	93973691	93923691	FUT4	Papuan	9	1,000
138834524	138934524	138884524	FUT7	Papuan	7	1,000
138864524	138964524	138914524	FUT7	Papuan	7	1,000
138894524	138994524	138944524	FUT7	Papuan	8	1,000
138924524	139024524	138974524	FUT7	Papuan	7	1,000
64998701	65098701	65048701	FUT8	Papuan	5	1,000
157432879	157532879	157482879	GALNT5	Papuan	6	1,000
157462879	157562879	157512879	GALNT5	Papuan	5	1,000
157492879	157592879	157542879	GALNT5	Papuan	6	1,000
158002879	158102879	158052879	GALNT5	Papuan	1	1,000
158032879	158132879	158082879	GALNT5	Papuan	1	1,000
134441015	134541015	134491015	SIAT4A	Papuan	2	1,000
68771490	68871490	68821490	SIAT4B	Papuan	2	1,000
68801490	68901490	68851490	SIAT4B	Papuan	2	1,000
68831490	68931490	68881490	SIAT4B	Papuan	3	1,000
151364698	151464698	151414698	GALNT11_15	Pathan	4	1,000
151394698	151494698	151444698	GALNT11_15	Pathan	5	1,000
151544698	151644698	151594698	GALNT11_15	Pathan	2	1,000
151574698	151674698	151624698	GALNT11_15	Pathan	11	1,000
70466969	70566969	70516969	OGT	Pathan	2	1,000
70496969	70596969	70546969	OGT	Pathan	1	1,000
39638604	39738604	39688604	B3GALT5	Pima	10	1,000
39668604	39768604	39718604	B3GALT5	Pima	16	1,000
39698604	39798604	39748604	B3GALT5	Pima	13	1,000
39728604	39828604	39778604	B3GALT5	Pima	17	1,000
39758604	39858604	39808604	B3GALT5	Pima	17	1,000
65861040	65961040	65911040	B3GNT1	Pima	1	1,000
65891040	65991040	65941040	B3GNT1	Pima	2	1,000
65921040	66021040	65971040	B3GNT1	Pima	7	1,000
66131040	66231040	66181040	B3GNT1	Pima	3	1,000
66161040	66261040	66211040	B3GNT1	Pima	3	1,000
7526187	7626187	7576187	C1GALT1	Pima	9	1,000
33399383	33499383	33449383	FUT10	Pima	9	1,000
33429383	33529383	33479383	FUT10	Pima	7	1,000
74805452	74905452	74855452	FUT11	Pima	4	1,000
74835452	74935452	74885452	FUT11	Pima	3	1,000
74865452	74965452	74915452	FUT11	Pima	3	1,000
74895452	74995452	74945452	FUT11	Pima	3	1,000
74925452	75025452	74975452	FUT11	Pima	2	1,000
74955452	75055452	75005452	FUT11	Pima	2	1,000
6012265	6112265	6062265	FUT5_6	Pima	7	1,000
6042265	6142265	6092265	FUT5_6	Pima	7	1,000
228160183	228260183	228210183	GALNT2	Pima	8	1,000
157882879	157982879	157932879	GALNT5	Pima	4	1,000
100025776	100125776	100075776	SIAT10	Pima	2	1,000
100055776	100155776	100105776	SIAT10	Pima	3	1,000
100085776	100185776	100135776	SIAT10	Pima	4	1,000
70616969	70716969	70666969	OGT	Russian	3	1,000
70646969	70746969	70696969	OGT	Russian	3	1,000
70796969	70896969	70846969	OGT	Russian	2	1,000
74835452	74935452	74885452	FUT11	Sardinian	3	1,000
74865452	74965452	74915452	FUT11	Sardinian	3	1,000
74895452	74995452	74945452	FUT11	Sardinian	3	1,000
74925452	75025452	74975452	FUT11	Sardinian	2	1,000
74955452	75055452	75005452	FUT11	Sardinian	3	1,000
151364698	151464698	151414698	GALNT11_15	Sardinian	4	1,000
70616969	70716969	70666969	OGT	Sardinian	3	1,000
70646969	70746969	70696969	OGT	Sardinian	3	1,000
70946969	71046969	70996969	OGT	Sardinian	1	1,000
70976969	71076969	71026969	OGT	Sardinian	4	1,000
71006969	71106969	71056969	OGT	Sardinian	6	1,000
151544698	151644698	151594698	GALNT11_15	Sindhi	2	1,000
70526969	70626969	70576969	OGT	Sindhi	1	1,000
70556969	70656969	70606969	OGT	Sindhi	1	1,000
30012171	30112171	30062171	FUT12	South.China	13	1,000
30042171	30142171	30092171	FUT12	South.China	13	1,000
151544698	151644698	151594698	GALNT11_15	South.China	2	1,000
151574698	151674698	151624698	GALNT11_15	South.China	11	1,000
68607775	68707775	68657775	GALNTL1	South.China	7	1,000
22397968	22497968	22447968	SIAT8A	South.China	5	1,000
191172115	191272115	191222115	B3GALT2	Surui	1	1,000
33127013	33227013	33177013	B4GALT1	Surui	10	1,000
159521585	159621585	159571585	B4GALT3	Surui	1	1,000
119427737	119527737	119477737	C1GALT1C1	Surui	1	1,000
119457737	119557737	119507737	C1GALT1C1	Surui	1	1,000
74805452	74905452	74855452	FUT11	Surui	4	1,000
74835452	74935452	74885452	FUT11	Surui	3	1,000
74865452	74965452	74915452	FUT11	Surui	3	1,000
74895452	74995452	74945452	FUT11	Surui	3	1,000
74925452	75025452	74975452	FUT11	Surui	2	1,000
74955452	75055452	75005452	FUT11	Surui	2	1,000
75105452	75205452	75155452	FUT11	Surui	1	1,000
75135452	75235452	75185452	FUT11	Surui	5	1,000
75165452	75265452	75215452	FUT11	Surui	6	1,000
75195452	75295452	75245452	FUT11	Surui	7	1,000
75225452	75325452	75275452	FUT11	Surui	8	1,000
75255452	75355452	75305452	FUT11	Surui	8	1,000
94173691	94273691	94223691	FUT4	Surui	7	1,000
6072265	6172265	6122265	FUT5_6	Surui	1	1,000
6102265	6202265	6152265	FUT5_6	Surui	1	1,000
6132265	6232265	6182265	FUT5_6	Surui	1	1,000
153425529	153525529	153475529	GALNT10	Surui	7	1,000
153455529	153555529	153505529	GALNT10	Surui	10	1,000
151334698	151434698	151384698	GALNT11_15	Surui	4	1,000
151364698	151464698	151414698	GALNT11_15	Surui	3	1,000
151394698	151494698	151444698	GALNT11_15	Surui	3	1,000
151424698	151524698	151474698	GALNT11_15	Surui	5	1,000
151454698	151554698	151504698	GALNT11_15	Surui	7	1,000
151484698	151584698	151534698	GALNT11_15	Surui	5	1,000
151514698	151614698	151564698	GALNT11_15	Surui	3	1,000
151544698	151644698	151594698	GALNT11_15	Surui	2	1,000
151574698	151674698	151624698	GALNT11_15	Surui	9	1,000
151604698	151704698	151654698	GALNT11_15	Surui	12	1,000
151634698	151734698	151684698	GALNT11_15	Surui	11	1,000
100842055	100942055	100892055	GALNT12	Surui	16	1,000
100872055	100972055	100922055	GALNT12	Surui	9	1,000
11576012	11676012	11626012	GALNT18	Surui	1	1,000
11666012	11766012	11716012	GALNT18	Surui	4	1,000
157732879	157832879	157782879	GALNT5	Surui	1	1,000
49911968	50011968	49961968	GALNT6	Surui	9	1,000
174203751	174303751	174253751	GALNT7_17	Surui	2	1,000
174233751	174333751	174283751	GALNT7_17	Surui	5	1,000
174263751	174363751	174313751	GALNT7_17	Surui	10	1,000
174293751	174393751	174343751	GALNT7_17	Surui	16	1,000
174323751	174423751	174373751	GALNT7_17	Surui	11	1,000
74379815	74479815	74429815	GCNT4	Surui	7	1,000
74409815	74509815	74459815	GCNT4	Surui	8	1,000
74439815	74539815	74489815	GCNT4	Surui	7	1,000
74469815	74569815	74519815	GCNT4	Surui	4	1,000
74499815	74599815	74549815	GCNT4	Surui	1	1,000
74529815	74629815	74579815	GCNT4	Surui	2	1,000
100295776	100395776	100345776	SIAT10	Surui	6	1,000
129831436	129931436	129881436	SIAT7D_F	Surui	3	1,000
129951436	130051436	130001436	SIAT7D_F	Surui	1	1,000
129981436	130081436	130031436	SIAT7D_F	Surui	2	1,000
130011436	130111436	130061436	SIAT7D_F	Surui	3	1,000
22157968	22257968	22207968	SIAT8A	Surui	1	1,000
17214449	17314449	17264449	SIAT8F	Surui	9	1,000
17244449	17344449	17294449	SIAT8F	Surui	3	1,000
17274449	17374449	17324449	SIAT8F	Surui	1	1,000
17304449	17404449	17354449	SIAT8F	Surui	1	1,000
157882879	157982879	157932879	GALNT5	Yakut	9	1,000
68547775	68647775	68597775	GALNTL1	Yakut	11	1,000
68577775	68677775	68627775	GALNTL1	Yakut	8	1,000
68607775	68707775	68657775	GALNTL1	Yakut	7	1,000
70376969	70476969	70426969	OGT	Yakut	1	1,000
70406969	70506969	70456969	OGT	Yakut	1	1,000
70436969	70536969	70486969	OGT	Yakut	1	1,000
22397968	22497968	22447968	SIAT8A	Yakut	5	1,000
70376969	70476969	70426969	OGT	Yoruba	1	1,000
70406969	70506969	70456969	OGT	Yoruba	2	1,000
76377338	76477338	76427338	SIAT7C_E	Papuan	23	0,957
39668604	39768604	39718604	B3GALT5	Papuan	20	0,950
165916007	166016007	165966007	GALNT3	Papuan	19	0,947
153485529	153585529	153535529	GALNT10	Surui	19	0,947
153515529	153615529	153565529	GALNT10	Surui	19	0,947
157432879	157532879	157482879	GALNT5	Russian	16	0,938
17184449	17284449	17234449	SIAT8F	Surui	16	0,938
57804828	57904828	57854828	GCNT3	Karitiana	15	0,933
76407338	76507338	76457338	SIAT7C_E	Karitiana	15	0,933
157912879	158012879	157962879	GALNT5	North.Italy	15	0,933
39638604	39738604	39688604	B3GALT5	Papuan	15	0,933
158032879	158132879	158082879	GALNT5	Burusho	14	0,929
151604698	151704698	151654698	GALNT11_15	Hazara	14	0,929
157912879	158012879	157962879	GALNT5	Japanese	14	0,929
158032879	158132879	158082879	GALNT5	North.East.China	14	0,929
151604698	151704698	151654698	GALNT11_15	Pathan	14	0,929
69311490	69411490	69361490	SIAT4B	Pima	14	0,929
151604698	151704698	151654698	GALNT11_15	South.China	14	0,929
151604698	151704698	151654698	GALNT11_15	Bedouin	13	0,923
151634698	151734698	151684698	GALNT11_15	Bedouin	13	0,923
151634698	151734698	151684698	GALNT11_15	Hazara	13	0,923
151604698	151704698	151654698	GALNT11_15	Kalash	13	0,923
151634698	151734698	151684698	GALNT11_15	Pathan	13	0,923
129711436	129811436	129761436	SIAT7D_F	Sardinian	13	0,923
151634698	151734698	151684698	GALNT11_15	South.China	13	0,923
151604698	151704698	151654698	GALNT11_15	Balochi	12	0,917
151634698	151734698	151684698	GALNT11_15	Balochi	12	0,917
157912879	158012879	157962879	GALNT5	Basque	12	0,917
172853751	172953751	172903751	GALNT7_17	Hazara	12	0,917
29982171	30082171	30032171	FUT12	Japanese	12	0,917
30012171	30112171	30062171	FUT12	Japanese	12	0,917
151634698	151734698	151684698	GALNT11_15	Kalash	12	0,917
7526187	7626187	7576187	C1GALT1	Karitiana	12	0,917
158062879	158162879	158112879	GALNT5	North.East.China	12	0,917
29982171	30082171	30032171	FUT12	South.China	12	0,917
157852879	157952879	157902879	GALNT5	Basque	11	0,909
228070183	228170183	228120183	GALNT2	Druze	11	0,909
172853751	172953751	172903751	GALNT7_17	Druze	11	0,909
33217013	33317013	33267013	B4GALT1	Han	11	0,909
57954828	58054828	58004828	GCNT3	Karitiana	11	0,909
64578701	64678701	64628701	FUT8	Maya	11	0,909
30042171	30142171	30092171	FUT12	Pima	11	0,909
158062879	158162879	158112879	GALNT5	South.China	11	0,909
17154449	17254449	17204449	SIAT8F	Surui	21	0,905
157882879	157982879	157932879	GALNT5	Basque	10	0,900
151574698	151674698	151624698	GALNT11_15	Brahui	10	0,900
157882879	157982879	157932879	GALNT5	Brahui	10	0,900
151574698	151674698	151624698	GALNT11_15	Burusho	10	0,900
228100183	228200183	228150183	GALNT2	Druze	10	0,900
158062879	158162879	158112879	GALNT5	Han	10	0,900
71734592	71834592	71784592	SIAT7A_B	Karitiana	10	0,900
65921040	66021040	65971040	B3GNT1	Maya	10	0,900
151574698	151674698	151624698	GALNT11_15	NAN.Melanesian	10	0,900
22517968	22617968	22567968	SIAT8A	North.East.China	10	0,900
151574698	151674698	151624698	GALNT11_15	North.Italy	10	0,900
157882879	157982879	157932879	GALNT5	North.Italy	10	0,900
157882879	157982879	157932879	GALNT5	North.West.China	10	0,900
151574698	151674698	151624698	GALNT11_15	Palestinian	10	0,900
151574698	151674698	151624698	GALNT11_15	Sindhi	10	0,900
157852879	157952879	157902879	GALNT5	Sindhi	10	0,900
69087775	69187775	69137775	GALNTL1	Adygei	9	0,889
191172115	191272115	191222115	B3GALT2	Bedouin	9	0,889
70976969	71076969	71026969	OGT	Biaka.Pygmies	9	0,889
62030589	62130589	62080589	B3GNT2	Burusho	9	0,889
64968701	65068701	65018701	FUT8	Cambodian	9	0,889
100902055	101002055	100952055	GALNT12	Colombian	9	0,889
71006969	71106969	71056969	OGT	French	9	0,889
157882879	157982879	157932879	GALNT5	Han	9	0,889
157882879	157982879	157932879	GALNT5	Japanese	9	0,889
22607968	22707968	22657968	SIAT8A	Japanese	9	0,889
151574698	151674698	151624698	GALNT11_15	Makrani	9	0,889
22457968	22557968	22507968	SIAT8A	North.East.China	9	0,889
22547968	22647968	22597968	SIAT8A	North.East.China	9	0,889
70976969	71076969	71026969	OGT	North.Italy	9	0,889
173303751	173403751	173353751	GALNT7_17	Papuan	9	0,889
134141015	134241015	134191015	SIAT4A	Pima	18	0,889
157882879	157982879	157932879	GALNT5	South.China	9	0,889
158032879	158132879	158082879	GALNT5	South.China	9	0,889
153545529	153645529	153595529	GALNT10	Surui	18	0,889
68637775	68737775	68687775	GALNTL1	Yakut	9	0,889
68667775	68767775	68717775	GALNTL1	Yakut	9	0,889
32737013	32837013	32787013	B4GALT1	North.East.China	26	0,885
158002879	158102879	158052879	GALNT5	Burusho	17	0,882
158002879	158102879	158052879	GALNT5	North.East.China	17	0,882
17124449	17224449	17174449	SIAT8F	Surui	17	0,882
68517775	68617775	68567775	GALNTL1	Yakut	17	0,882
157882879	157982879	157932879	GALNT5	Bedouin	8	0,875
62000589	62100589	62050589	B3GNT2	Burusho	8	0,875
61880589	61980589	61930589	B3GNT2	Colombian	8	0,875
100932055	101032055	100982055	GALNT12	Colombian	8	0,875
158032879	158132879	158082879	GALNT5	Han	8	0,875
131035942	131135942	131085942	GALNT9	Han	8	0,875
68577775	68677775	68627775	GALNTL1	Han	8	0,875
77367338	77467338	77417338	SIAT7C_E	Han	8	0,875
22397968	22497968	22447968	SIAT8A	Han	8	0,875
22607968	22707968	22657968	SIAT8A	Han	8	0,875
68637775	68737775	68687775	GALNTL1	Japanese	8	0,875
69057775	69157775	69107775	GALNTL1	Kalash	8	0,875
228160183	228260183	228210183	GALNT2	Karitiana	8	0,875
22367968	22467968	22417968	SIAT8A	Maya	8	0,875
22487968	22587968	22537968	SIAT8A	North.East.China	8	0,875
22397968	22497968	22447968	SIAT8A	Palestinian	8	0,875
157882879	157982879	157932879	GALNT5	Pathan	8	0,875
39608604	39708604	39658604	B3GALT5	Pima	16	0,875
5952265	6052265	6002265	FUT5_6	Pima	8	0,875
68577775	68677775	68627775	GALNTL1	South.China	8	0,875
75285452	75385452	75335452	FUT11	Surui	8	0,875
153605529	153705529	153655529	GALNT10	Surui	16	0,875
100902055	101002055	100952055	GALNT12	Surui	8	0,875
100932055	101032055	100982055	GALNT12	Surui	8	0,875
131035942	131135942	131085942	GALNT9	Yakut	8	0,875
22367968	22467968	22417968	SIAT8A	Yakut	8	0,875
134141015	134241015	134191015	SIAT4A	NAN.Melanesian	15	0,867
72274592	72374592	72324592	SIAT7A_B	NAN.Melanesian	15	0,867
157912879	158012879	157962879	GALNT5	North.East.China	15	0,867
165946007	166046007	165996007	GALNT3	Papuan	22	0,864
157852879	157952879	157902879	GALNT5	Adygei	7	0,857
75495452	75595452	75545452	FUT11	Colombian	7	0,857
100962055	101062055	101012055	GALNT12	Colombian	7	0,857
131065942	131165942	131115942	GALNT9	Colombian	7	0,857
72274592	72374592	72324592	SIAT7A_B	Colombian	7	0,857
157882879	157982879	157932879	GALNT5	French	7	0,857
70976969	71076969	71026969	OGT	French	7	0,857
119457737	119557737	119507737	C1GALT1C1	Karitiana	7	0,857
53132681	53232681	53182681	SIAT8C	North.Italy	28	0,857
30072171	30172171	30122171	FUT12	North.West.China	14	0,857
131065942	131165942	131115942	GALNT9	Orcadian	7	0,857
228070183	228170183	228120183	GALNT2	Palestinian	14	0,857
33549383	33649383	33599383	FUT10	Pima	7	0,857
100115776	100215776	100165776	SIAT10	Pima	7	0,857
75165452	75265452	75215452	FUT11	Sardinian	7	0,857
157852879	157952879	157902879	GALNT5	Sardinian	7	0,857
