#window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,upper
70796969	70896969	70846969	OGT	Adygei	1	1,00
70856969	70956969	70906969	OGT	Adygei	1	1,00
70886969	70986969	70936969	OGT	Adygei	1	1,00
151544698	151644698	151594698	GALNT11_15	Balochi	1	1,00
74835452	74935452	74885452	FUT11	Basque	3	1,00
74865452	74965452	74915452	FUT11	Basque	3	1,00
151364698	151464698	151414698	GALNT11_15	Basque	3	1,00
17844449	17944449	17894449	SIAT8F	Colombian	1	1,00
151544698	151644698	151594698	GALNT11_15	Druze	1	1,00
70856969	70956969	70906969	OGT	Druze	1	1,00
70886969	70986969	70936969	OGT	Druze	1	1,00
70916969	71016969	70966969	OGT	Druze	1	1,00
70946969	71046969	70996969	OGT	Druze	4	1,00
151364698	151464698	151414698	GALNT11_15	French	3	1,00
70796969	70896969	70846969	OGT	French	1	1,00
70856969	70956969	70906969	OGT	Kalash	1	1,00
70886969	70986969	70936969	OGT	Kalash	1	1,00
44385707	44485707	44435707	SIAT6	Karitiana	2	1,00
44415707	44515707	44465707	SIAT6	Karitiana	3	1,00
151544698	151644698	151594698	GALNT11_15	Makrani	1	1,00
74925452	75025452	74975452	FUT11	Mandenka	1	1,00
119847737	119947737	119897737	C1GALT1C1	Mbuti.Pygmies	1	1,00
17814449	17914449	17864449	SIAT8F	Mbuti.Pygmies	2	1,00
74835452	74935452	74885452	FUT11	Mozabite	3	1,00
74865452	74965452	74915452	FUT11	Mozabite	3	1,00
138894524	138994524	138944524	FUT7	NAN.Melanesian	7	1,00
138924524	139024524	138974524	FUT7	NAN.Melanesian	7	1,00
68681490	68781490	68731490	SIAT4B	NAN.Melanesian	1	1,00
70796969	70896969	70846969	OGT	North.Italy	1	1,00
70856969	70956969	70906969	OGT	North.Italy	1	1,00
70886969	70986969	70936969	OGT	North.Italy	1	1,00
70796969	70896969	70846969	OGT	Orcadian	1	1,00
70856969	70956969	70906969	OGT	Orcadian	1	1,00
70886969	70986969	70936969	OGT	Orcadian	1	1,00
191202115	191302115	191252115	B3GALT2	Papuan	2	1,00
191232115	191332115	191282115	B3GALT2	Papuan	2	1,00
191262115	191362115	191312115	B3GALT2	Papuan	2	1,00
75105452	75205452	75155452	FUT11	Papuan	1	1,00
158002879	158102879	158052879	GALNT5	Papuan	8	1,00
158032879	158132879	158082879	GALNT5	Papuan	8	1,00
65861040	65961040	65911040	B3GNT1	Pima	3	1,00
65891040	65991040	65941040	B3GNT1	Pima	2	1,00
74805452	74905452	74855452	FUT11	Pima	4	1,00
74955452	75055452	75005452	FUT11	Pima	3	1,00
70796969	70896969	70846969	OGT	Russian	1	1,00
74835452	74935452	74885452	FUT11	Sardinian	3	1,00
74865452	74965452	74915452	FUT11	Sardinian	3	1,00
70946969	71046969	70996969	OGT	Sardinian	4	1,00
70976969	71076969	71026969	OGT	Sardinian	7	1,00
159521585	159621585	159571585	B4GALT3	Surui	9	1,00
119427737	119527737	119477737	C1GALT1C1	Surui	4	1,00
119457737	119557737	119507737	C1GALT1C1	Surui	3	1,00
74805452	74905452	74855452	FUT11	Surui	4	1,00
74955452	75055452	75005452	FUT11	Surui	3	1,00
75105452	75205452	75155452	FUT11	Surui	1	1,00
6072265	6172265	6122265	FUT5_6	Surui	5	1,00
6102265	6202265	6152265	FUT5_6	Surui	4	1,00
6132265	6232265	6182265	FUT5_6	Surui	6	1,00
74499815	74599815	74549815	GCNT4	Surui	1	1,00
17244449	17344449	17294449	SIAT8F	Surui	8	1,00
17274449	17374449	17324449	SIAT8F	Surui	9	1,00
17304449	17404449	17354449	SIAT8F	Surui	13	1,00
151544698	151644698	151594698	GALNT11_15	Adygei	1	1,00
151544698	151644698	151594698	GALNT11_15	Basque	1	1,00
70796969	70896969	70846969	OGT	Basque	1	1,00
70856969	70956969	70906969	OGT	Basque	1	1,00
70886969	70986969	70936969	OGT	Basque	1	1,00
70916969	71016969	70966969	OGT	Basque	1	1,00
30012171	30112171	30062171	FUT12	Cambodian	5	1,00
159551585	159651585	159601585	B4GALT3	Colombian	5	1,00
159581585	159681585	159631585	B4GALT3	Colombian	4	1,00
159611585	159711585	159661585	B4GALT3	Colombian	3	1,00
30492171	30592171	30542171	FUT12	Colombian	3	1,00
30522171	30622171	30572171	FUT12	Colombian	3	1,00
30552171	30652171	30602171	FUT12	Colombian	4	1,00
153425529	153525529	153475529	GALNT10	Colombian	5	1,00
153455529	153555529	153505529	GALNT10	Colombian	6	1,00
69057775	69157775	69107775	GALNTL1	Colombian	3	1,00
71974592	72074592	72024592	SIAT7A_B	Colombian	5	1,00
22397968	22497968	22447968	SIAT8A	Colombian	5	1,00
151544698	151644698	151594698	GALNT11_15	French	1	1,00
70856969	70956969	70906969	OGT	French	1	1,00
70886969	70986969	70936969	OGT	French	1	1,00
70916969	71016969	70966969	OGT	French	1	1,00
157882879	157982879	157932879	GALNT5	Kalash	4	1,00
39698604	39798604	39748604	B3GALT5	Karitiana	3	1,00
39728604	39828604	39778604	B3GALT5	Karitiana	5	1,00
39758604	39858604	39808604	B3GALT5	Karitiana	5	1,00
39788604	39888604	39838604	B3GALT5	Karitiana	7	1,00
40028604	40128604	40078604	B3GALT5	Karitiana	9	1,00
159551585	159651585	159601585	B4GALT3	Karitiana	5	1,00
159581585	159681585	159631585	B4GALT3	Karitiana	4	1,00
159611585	159711585	159661585	B4GALT3	Karitiana	3	1,00
30492171	30592171	30542171	FUT12	Karitiana	3	1,00
30522171	30622171	30572171	FUT12	Karitiana	3	1,00
30552171	30652171	30602171	FUT12	Karitiana	4	1,00
153425529	153525529	153475529	GALNT10	Karitiana	5	1,00
153455529	153555529	153505529	GALNT10	Karitiana	6	1,00
172823751	172923751	172873751	GALNT7_17	Karitiana	5	1,00
68607775	68707775	68657775	GALNTL1	Karitiana	2	1,00
69057775	69157775	69107775	GALNTL1	Karitiana	3	1,00
69087775	69187775	69137775	GALNTL1	Karitiana	6	1,00
70586969	70686969	70636969	OGT	Karitiana	1	1,00
70616969	70716969	70666969	OGT	Karitiana	1	1,00
70646969	70746969	70696969	OGT	Karitiana	1	1,00
71974592	72074592	72024592	SIAT7A_B	Karitiana	5	1,00
22397968	22497968	22447968	SIAT8A	Karitiana	5	1,00
75105452	75205452	75155452	FUT11	Maya	1	1,00
69057775	69157775	69107775	GALNTL1	Maya	3	1,00
138834524	138934524	138884524	FUT7	NAN.Melanesian	5	1,00
138864524	138964524	138914524	FUT7	NAN.Melanesian	5	1,00
157432879	157532879	157482879	GALNT5	NAN.Melanesian	5	1,00
151544698	151644698	151594698	GALNT11_15	Orcadian	1	1,00
70616969	70716969	70666969	OGT	Orcadian	1	1,00
70646969	70746969	70696969	OGT	Orcadian	1	1,00
70676969	70776969	70726969	OGT	Orcadian	1	1,00
191292115	191392115	191342115	B3GALT2	Papuan	1	1,00
191322115	191422115	191372115	B3GALT2	Papuan	2	1,00
191352115	191452115	191402115	B3GALT2	Papuan	3	1,00
191382115	191482115	191432115	B3GALT2	Papuan	4	1,00
191412115	191512115	191462115	B3GALT2	Papuan	2	1,00
191442115	191542115	191492115	B3GALT2	Papuan	1	1,00
191472115	191572115	191522115	B3GALT2	Papuan	3	1,00
191502115	191602115	191552115	B3GALT2	Papuan	4	1,00
191532115	191632115	191582115	B3GALT2	Papuan	4	1,00
191562115	191662115	191612115	B3GALT2	Papuan	3	1,00
191592115	191692115	191642115	B3GALT2	Papuan	2	1,00
71006969	71106969	71056969	OGT	Papuan	9	1,00
100295776	100395776	100345776	SIAT10	Papuan	4	1,00
191172115	191272115	191222115	B3GALT2	Pima	1	1,00
159551585	159651585	159601585	B4GALT3	Pima	5	1,00
159581585	159681585	159631585	B4GALT3	Pima	4	1,00
159611585	159711585	159661585	B4GALT3	Pima	3	1,00
30492171	30592171	30542171	FUT12	Pima	3	1,00
30522171	30622171	30572171	FUT12	Pima	3	1,00
30552171	30652171	30602171	FUT12	Pima	4	1,00
94173691	94273691	94223691	FUT4	Pima	6	1,00
153425529	153525529	153475529	GALNT10	Pima	5	1,00
172823751	172923751	172873751	GALNT7_17	Pima	5	1,00
172853751	172953751	172903751	GALNT7_17	Pima	6	1,00
172883751	172983751	172933751	GALNT7_17	Pima	5	1,00
69057775	69157775	69107775	GALNTL1	Pima	3	1,00
22397968	22497968	22447968	SIAT8A	Pima	5	1,00
151544698	151644698	151594698	GALNT11_15	Russian	1	1,00
119547737	119647737	119597737	C1GALT1C1	San	1	1,00
119577737	119677737	119627737	C1GALT1C1	San	1	1,00
68951490	69051490	69001490	SIAT4B	San	1	1,00
68981490	69081490	69031490	SIAT4B	San	1	1,00
17814449	17914449	17864449	SIAT8F	San	2	1,00
151544698	151644698	151594698	GALNT11_15	Sardinian	1	1,00
70796969	70896969	70846969	OGT	Sardinian	1	1,00
70856969	70956969	70906969	OGT	Sardinian	1	1,00
70886969	70986969	70936969	OGT	Sardinian	1	1,00
70916969	71016969	70966969	OGT	Sardinian	1	1,00
39638604	39738604	39688604	B3GALT5	Surui	7	1,00
39668604	39768604	39718604	B3GALT5	Surui	8	1,00
39698604	39798604	39748604	B3GALT5	Surui	3	1,00
61880589	61980589	61930589	B3GNT2	Surui	4	1,00
61910589	62010589	61960589	B3GNT2	Surui	3	1,00
61940589	62040589	61990589	B3GNT2	Surui	4	1,00
61970589	62070589	62020589	B3GNT2	Surui	4	1,00
62000589	62100589	62050589	B3GNT2	Surui	3	1,00
184782970	184882970	184832970	B3GNT5	Surui	11	1,00
159551585	159651585	159601585	B4GALT3	Surui	5	1,00
159581585	159681585	159631585	B4GALT3	Surui	4	1,00
159611585	159711585	159661585	B4GALT3	Surui	3	1,00
119397737	119497737	119447737	C1GALT1C1	Surui	5	1,00
33279383	33379383	33329383	FUT10	Surui	3	1,00
30492171	30592171	30542171	FUT12	Surui	3	1,00
30522171	30622171	30572171	FUT12	Surui	3	1,00
30552171	30652171	30602171	FUT12	Surui	4	1,00
5772265	5872265	5822265	FUT5_6	Surui	8	1,00
5802265	5902265	5852265	FUT5_6	Surui	6	1,00
5832265	5932265	5882265	FUT5_6	Surui	5	1,00
5862265	5962265	5912265	FUT5_6	Surui	6	1,00
5892265	5992265	5942265	FUT5_6	Surui	7	1,00
5922265	6022265	5972265	FUT5_6	Surui	6	1,00
5952265	6052265	6002265	FUT5_6	Surui	6	1,00
5982265	6082265	6032265	FUT5_6	Surui	6	1,00
6012265	6112265	6062265	FUT5_6	Surui	7	1,00
6042265	6142265	6092265	FUT5_6	Surui	6	1,00
64578701	64678701	64628701	FUT8	Surui	4	1,00
97073842	97173842	97123842	FUT9	Surui	1	1,00
153155529	153255529	153205529	GALNT10	Surui	4	1,00
153185529	153285529	153235529	GALNT10	Surui	3	1,00
153215529	153315529	153265529	GALNT10	Surui	5	1,00
153245529	153345529	153295529	GALNT10	Surui	7	1,00
153275529	153375529	153325529	GALNT10	Surui	7	1,00
153305529	153405529	153355529	GALNT10	Surui	5	1,00
11606012	11706012	11656012	GALNT18	Surui	10	1,00
11636012	11736012	11686012	GALNT18	Surui	12	1,00
157642879	157742879	157692879	GALNT5	Surui	6	1,00
157672879	157772879	157722879	GALNT5	Surui	8	1,00
157702879	157802879	157752879	GALNT5	Surui	7	1,00
157882879	157982879	157932879	GALNT5	Surui	4	1,00
173693751	173793751	173743751	GALNT7_17	Surui	3	1,00
68607775	68707775	68657775	GALNTL1	Surui	2	1,00
68937775	69037775	68987775	GALNTL1	Surui	5	1,00
68967775	69067775	69017775	GALNTL1	Surui	7	1,00
68997775	69097775	69047775	GALNTL1	Surui	7	1,00
69027775	69127775	69077775	GALNTL1	Surui	7	1,00
69057775	69157775	69107775	GALNTL1	Surui	3	1,00
69087775	69187775	69137775	GALNTL1	Surui	6	1,00
69117775	69217775	69167775	GALNTL1	Surui	6	1,00
69147775	69247775	69197775	GALNTL1	Surui	6	1,00
69177775	69277775	69227775	GALNTL1	Surui	4	1,00
57924828	58024828	57974828	GCNT3	Surui	12	1,00
72004592	72104592	72054592	SIAT7A_B	Surui	6	1,00
129861436	129961436	129911436	SIAT7D_F	Surui	7	1,00
129891436	129991436	129941436	SIAT7D_F	Surui	5	1,00
129921436	130021436	129971436	SIAT7D_F	Surui	5	1,00
22397968	22497968	22447968	SIAT8A	Surui	5	1,00
42654475	42754475	42704475	SIAT8E	Surui	5	1,00
42684475	42784475	42734475	SIAT8E	Surui	3	1,00
42714475	42814475	42764475	SIAT8E	Surui	2	1,00
42744475	42844475	42794475	SIAT8E	Surui	4	1,00
31226900	31326900	31276900	GALNT14	Surui	27	0,96
31256900	31356900	31306900	GALNT14	Surui	23	0,96
11666012	11766012	11716012	GALNT18	Surui	16	0,94
57474828	57574828	57524828	GCNT3	Colombian	14	0,93
7526187	7626187	7576187	C1GALT1	Pima	14	0,93
57924828	58024828	57974828	GCNT3	Colombian	13	0,92
57894828	57994828	57944828	GCNT3	Surui	13	0,92
134951015	135051015	135001015	SIAT4A	Surui	13	0,92
159491585	159591585	159541585	B4GALT3	Surui	13	0,92
22157968	22257968	22207968	SIAT8A	Surui	13	0,92
151604698	151704698	151654698	GALNT11_15	Adygei	12	0,92
151634698	151734698	151684698	GALNT11_15	Adygei	12	0,92
151604698	151704698	151654698	GALNT11_15	Basque	12	0,92
151634698	151734698	151684698	GALNT11_15	Basque	12	0,92
151604698	151704698	151654698	GALNT11_15	Orcadian	12	0,92
151634698	151734698	151684698	GALNT11_15	Orcadian	12	0,92
151604698	151704698	151654698	GALNT11_15	Sardinian	12	0,92
151634698	151734698	151684698	GALNT11_15	Sardinian	12	0,92
57834828	57934828	57884828	GCNT3	Surui	12	0,92
151604698	151704698	151654698	GALNT11_15	French	12	0,92
151634698	151734698	151684698	GALNT11_15	French	12	0,92
151604698	151704698	151654698	GALNT11_15	Makrani	12	0,92
151634698	151734698	151684698	GALNT11_15	Makrani	12	0,92
151604698	151704698	151654698	GALNT11_15	Balochi	12	0,92
151634698	151734698	151684698	GALNT11_15	Balochi	12	0,92
151604698	151704698	151654698	GALNT11_15	Surui	12	0,92
151634698	151734698	151684698	GALNT11_15	Surui	12	0,92
31196900	31296900	31246900	GALNT14	Surui	23	0,91
154399031	154499031	154449031	GALNT13	Colombian	11	0,91
134921015	135021015	134971015	SIAT4A	Papuan	11	0,91
57864828	57964828	57914828	GCNT3	Surui	11	0,91
154399031	154499031	154449031	GALNT13	Karitiana	11	0,91
39818604	39918604	39868604	B3GALT5	Karitiana	11	0,91
57954828	58054828	58004828	GCNT3	Colombian	10	0,90
129951436	130051436	130001436	SIAT7D_F	Karitiana	10	0,90
57954828	58054828	58004828	GCNT3	Surui	10	0,90
94233691	94333691	94283691	FUT4	NAN.Melanesian	10	0,90
22217968	22317968	22267968	SIAT8A	Surui	10	0,90
68727775	68827775	68777775	GALNTL1	Surui	10	0,90
22187968	22287968	22237968	SIAT8A	Surui	10	0,90
134441015	134541015	134491015	SIAT4A	Papuan	10	0,90
129951436	130051436	130001436	SIAT7D_F	Surui	10	0,90
151574698	151674698	151624698	GALNT11_15	Adygei	9	0,89
151574698	151674698	151624698	GALNT11_15	Basque	9	0,89
151574698	151674698	151624698	GALNT11_15	French	9	0,89
151574698	151674698	151624698	GALNT11_15	Orcadian	9	0,89
157672879	157772879	157722879	GALNT5	Pima	9	0,89
151574698	151674698	151624698	GALNT11_15	Russian	9	0,89
151574698	151674698	151624698	GALNT11_15	Sardinian	9	0,89
5742265	5842265	5792265	FUT5_6	Surui	9	0,89
228070183	228170183	228120183	GALNT2	Surui	9	0,89
66041040	66141040	66091040	B3GNT1	Kalash	9	0,89
66071040	66171040	66121040	B3GNT1	Kalash	9	0,89
22307968	22407968	22357968	SIAT8A	Karitiana	9	0,89
151574698	151674698	151624698	GALNT11_15	Druze	9	0,89
151574698	151674698	151624698	GALNT11_15	Colombian	9	0,89
11696012	11796012	11746012	GALNT18	Surui	18	0,89
22307968	22407968	22357968	SIAT8A	Colombian	9	0,89
68517775	68617775	68567775	GALNTL1	NAN.Melanesian	9	0,89
151574698	151674698	151624698	GALNT11_15	Makrani	9	0,89
151574698	151674698	151624698	GALNT11_15	Balochi	9	0,89
39668604	39768604	39718604	B3GALT5	Karitiana	9	0,89
93753691	93853691	93803691	FUT4	Papuan	9	0,89
151574698	151674698	151624698	GALNT11_15	Surui	9	0,89
32707013	32807013	32757013	B4GALT1	Surui	26	0,88
7496187	7596187	7546187	C1GALT1	Karitiana	17	0,88
228160183	228260183	228210183	GALNT2	Colombian	8	0,88
94203691	94303691	94253691	FUT4	Pima	8	0,88
70976969	71076969	71026969	OGT	Pima	8	0,88
228100183	228200183	228150183	GALNT2	Surui	8	0,88
57804828	57904828	57854828	GCNT3	Surui	8	0,88
22337968	22437968	22387968	SIAT8A	Pima	8	0,88
70976969	71076969	71026969	OGT	Makrani	8	0,88
70976969	71076969	71026969	OGT	Palestinian	8	0,88
70976969	71076969	71026969	OGT	Pathan	8	0,88
11726012	11826012	11776012	GALNT18	Surui	16	0,88
70976969	71076969	71026969	OGT	Adygei	8	0,88
70976969	71076969	71026969	OGT	Burusho	8	0,88
53551528	53651528	53601528	FUT1_2	Pima	8	0,88
70976969	71076969	71026969	OGT	North.Italy	8	0,88
39638604	39738604	39688604	B3GALT5	Karitiana	8	0,88
70976969	71076969	71026969	OGT	Orcadian	8	0,88
11576012	11676012	11626012	GALNT18	Surui	8	0,88
157732879	157832879	157782879	GALNT5	Surui	8	0,88
154369031	154469031	154419031	GALNT13	Colombian	15	0,87
85882499	85982499	85932499	SIAT9	Surui	15	0,87
154369031	154469031	154419031	GALNT13	Karitiana	15	0,87
31286900	31386900	31336900	GALNT14	Surui	22	0,86
228190183	228290183	228240183	GALNT2	Colombian	7	0,86
69147775	69247775	69197775	GALNTL1	Karitiana	7	0,86
31660883	31760883	31710883	GALNT1	Papuan	7	0,86
96983842	97083842	97033842	FUT9	Pima	7	0,86
96983842	97083842	97033842	FUT9	Surui	7	0,86
69311490	69411490	69361490	SIAT4B	Surui	7	0,86
70167650	70267650	70217650	WBSCR17	Surui	7	0,86
157852879	157952879	157902879	GALNT5	NAN.Melanesian	7	0,86
69311490	69411490	69361490	SIAT4B	Colombian	7	0,86
157672879	157772879	157722879	GALNT5	Mbuti.Pygmies	7	0,86
157852879	157952879	157902879	GALNT5	Papuan	7	0,86
153455529	153555529	153505529	GALNT10	Pima	7	0,86
57924828	58024828	57974828	GCNT3	Karitiana	14	0,86
157912879	158012879	157962879	GALNT5	Kalash	7	0,86
157642879	157742879	157692879	GALNT5	Maya	7	0,86
31660883	31760883	31710883	GALNT1	Kalash	7	0,86
134951015	135051015	135001015	SIAT4A	Papuan	14	0,86
96983842	97083842	97033842	FUT9	Colombian	7	0,86
96983842	97083842	97033842	FUT9	Karitiana	7	0,86
22367968	22467968	22417968	SIAT8A	Maya	7	0,86
72004592	72104592	72054592	SIAT7A_B	Colombian	7	0,86
134951015	135051015	135001015	SIAT4A	NAN.Melanesian	14	0,86
93723691	93823691	93773691	FUT4	Papuan	7	0,86
151634698	151734698	151684698	GALNT11_15	NAN.Melanesian	13	0,85
151634698	151734698	151684698	GALNT11_15	North.Italy	13	0,85
151604698	151704698	151654698	GALNT11_15	NAN.Melanesian	13	0,85
151604698	151704698	151654698	GALNT11_15	North.Italy	13	0,85
151604698	151704698	151654698	GALNT11_15	Palestinian	13	0,85
151634698	151734698	151684698	GALNT11_15	Palestinian	13	0,85
30042171	30142171	30092171	FUT12	Cambodian	6	0,83
69087775	69187775	69137775	GALNTL1	Colombian	6	0,83
42654475	42754475	42704475	SIAT8E	Colombian	6	0,83
151634698	151734698	151684698	GALNT11_15	Druze	12	0,83
76654680	76754680	76704680	B3GNT6	Karitiana	6	0,83
129921436	130021436	129971436	SIAT7D_F	Karitiana	6	0,83
22517968	22617968	22567968	SIAT8A	Karitiana	6	0,83
22547968	22647968	22597968	SIAT8A	Karitiana	6	0,83
22577968	22677968	22627968	SIAT8A	Karitiana	6	0,83
86062499	86162499	86112499	SIAT9	Karitiana	6	0,83
31690883	31790883	31740883	GALNT1	Papuan	6	0,83
151604698	151704698	151654698	GALNT11_15	Russian	12	0,83
151634698	151734698	151684698	GALNT11_15	Russian	12	0,83
22397968	22497968	22447968	SIAT8A	Russian	6	0,83
39578604	39678604	39628604	B3GALT5	Surui	6	0,83
17667176	17767176	17717176	B3GNT3	Surui	12	0,83
76654680	76754680	76704680	B3GNT6	Surui	6	0,83
33309383	33409383	33359383	FUT10	Surui	6	0,83
65538701	65638701	65588701	FUT8	Surui	18	0,83
49791968	49891968	49841968	GALNT6	Surui	6	0,83
71974592	72074592	72024592	SIAT7A_B	Surui	6	0,83
42774475	42874475	42824475	SIAT8E	Surui	6	0,83
86062499	86162499	86112499	SIAT9	Surui	6	0,83
172883751	172983751	172933751	GALNT7_17	Maya	6	0,83
172883751	172983751	172933751	GALNT7_17	Surui	6	0,83
68547775	68647775	68597775	GALNTL1	NAN.Melanesian	6	0,83
75015452	75115452	75065452	FUT11	Pima	6	0,83
154669031	154769031	154719031	GALNT13	Karitiana	6	0,83
5832265	5932265	5882265	FUT5_6	Pima	6	0,83
184542970	184642970	184592970	B3GNT5	Surui	12	0,83
68877775	68977775	68927775	GALNTL1	Surui	6	0,83
151604698	151704698	151654698	GALNT11_15	Druze	12	0,83
75015452	75115452	75065452	FUT11	Kalash	6	0,83
172883751	172983751	172933751	GALNT7_17	Sardinian	6	0,83
75015452	75115452	75065452	FUT11	Basque	6	0,83
5832265	5932265	5882265	FUT5_6	Karitiana	6	0,83
68847775	68947775	68897775	GALNTL1	Surui	12	0,83
151634698	151734698	151684698	GALNT11_15	Colombian	12	0,83
62150589	62250589	62200589	B3GNT2	Burusho	6	0,83
151604698	151704698	151654698	GALNT11_15	Colombian	12	0,83
75015452	75115452	75065452	FUT11	Mozabite	6	0,83
53072681	53172681	53122681	SIAT8C	NAN.Melanesian	12	0,83
53581528	53681528	53631528	FUT1_2	Pima	6	0,83
31690883	31790883	31740883	GALNT1	Kalash	6	0,83
22397968	22497968	22447968	SIAT8A	Papuan	6	0,83
75015452	75115452	75065452	FUT11	Sardinian	6	0,83
72244592	72344592	72294592	SIAT7A_B	Colombian	12	0,83
72214592	72314592	72264592	SIAT7A_B	NAN.Melanesian	6	0,83
