window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,upper
174113751	174213751	174163751	GALNT7_17	Adygei	11,000	0,455
174413751	174513751	174463751	GALNT7_17	Adygei	8,000	0,500
4453650	4553650	4503650	GALNT8	Adygei	18,000	0,444
131035942	131135942	131085942	GALNT9	Adygei	6,000	0,500
131065942	131165942	131115942	GALNT9	Adygei	6,000	0,500
69087775	69187775	69137775	GALNTL1	Adygei	7,000	0,714
69117775	69217775	69167775	GALNTL1	Adygei	7,000	0,571
70736969	70836969	70786969	OGT	Adygei	4,000	0,500
70766969	70866969	70816969	OGT	Adygei	2,000	0,500
70796969	70896969	70846969	OGT	Adygei	1,000	1,000
70856969	70956969	70906969	OGT	Adygei	1,000	1,000
70886969	70986969	70936969	OGT	Adygei	1,000	1,000
70916969	71016969	70966969	OGT	Adygei	2,000	0,500
70946969	71046969	70996969	OGT	Adygei	5,000	0,800
70976969	71076969	71026969	OGT	Adygei	8,000	0,875
71006969	71106969	71056969	OGT	Adygei	13,000	0,692
72244592	72344592	72294592	SIAT7A_B	Adygei	15,000	0,467
77337338	77437338	77387338	SIAT7C_E	Adygei	7,000	0,571
77367338	77467338	77417338	SIAT7C_E	Adygei	8,000	0,500
22367968	22467968	22417968	SIAT8A	Adygei	9,000	0,444
22397968	22497968	22447968	SIAT8A	Adygei	9,000	0,556
22427968	22527968	22477968	SIAT8A	Adygei	6,000	0,500
42594475	42694475	42644475	SIAT8E	Adygei	13,000	0,462
42624475	42724475	42674475	SIAT8E	Adygei	9,000	0,444
191292115	191392115	191342115	B3GALT2	Balochi	1,000	1,000
191412115	191512115	191462115	B3GALT2	Balochi	4,000	0,500
191502115	191602115	191552115	B3GALT2	Balochi	8,000	0,500
191532115	191632115	191582115	B3GALT2	Balochi	7,000	0,571
184752970	184852970	184802970	B3GNT5	Balochi	21,000	0,524
184782970	184882970	184832970	B3GNT5	Balochi	17,000	0,588
119847737	119947737	119897737	C1GALT1C1	Balochi	2,000	0,500
74805452	74905452	74855452	FUT11	Balochi	4,000	1,000
74835452	74935452	74885452	FUT11	Balochi	4,000	0,750
74865452	74965452	74915452	FUT11	Balochi	4,000	0,750
74895452	74995452	74945452	FUT11	Balochi	4,000	0,500
74955452	75055452	75005452	FUT11	Balochi	4,000	0,500
74985452	75085452	75035452	FUT11	Balochi	6,000	0,667
75015452	75115452	75065452	FUT11	Balochi	7,000	0,571
75045452	75145452	75095452	FUT11	Balochi	5,000	0,600
94203691	94303691	94253691	FUT4	Balochi	11,000	0,455
138804524	138904524	138854524	FUT7	Balochi	10,000	0,600
138834524	138934524	138884524	FUT7	Balochi	7,000	0,714
138864524	138964524	138914524	FUT7	Balochi	9,000	0,556
151364698	151464698	151414698	GALNT11_15	Balochi	5,000	0,600
151454698	151554698	151504698	GALNT11_15	Balochi	9,000	0,444
151544698	151644698	151594698	GALNT11_15	Balochi	1,000	1,000
151574698	151674698	151624698	GALNT11_15	Balochi	9,000	0,889
151604698	151704698	151654698	GALNT11_15	Balochi	12,000	0,917
151634698	151734698	151684698	GALNT11_15	Balochi	12,000	0,917
228070183	228170183	228120183	GALNT2	Balochi	15,000	0,467
228100183	228200183	228150183	GALNT2	Balochi	11,000	0,545
157792879	157892879	157842879	GALNT5	Balochi	14,000	0,571
157822879	157922879	157872879	GALNT5	Balochi	13,000	0,615
157852879	157952879	157902879	GALNT5	Balochi	9,000	0,667
157882879	157982879	157932879	GALNT5	Balochi	9,000	0,444
157912879	158012879	157962879	GALNT5	Balochi	13,000	0,462
157972879	158072879	158022879	GALNT5	Balochi	20,000	0,450
173483751	173583751	173533751	GALNT7_17	Balochi	14,000	0,500
70946969	71046969	70996969	OGT	Balochi	5,000	0,600
77367338	77467338	77417338	SIAT7C_E	Balochi	8,000	0,500
42594475	42694475	42644475	SIAT8E	Balochi	13,000	0,462
119877737	119977737	119927737	C1GALT1C1	Bantu	4,000	0,500
74925452	75025452	74975452	FUT11	Bantu	2,000	0,500
74955452	75055452	75005452	FUT11	Bantu	2,000	0,500
151574698	151674698	151624698	GALNT11_15	Bantu	10,000	0,600
151604698	151704698	151654698	GALNT11_15	Bantu	13,000	0,538
151634698	151734698	151684698	GALNT11_15	Bantu	13,000	0,615
228580183	228680183	228630183	GALNT2	Bantu	12,000	0,500
157612879	157712879	157662879	GALNT5	Bantu	6,000	0,500
17814449	17914449	17864449	SIAT8F	Bantu	4,000	0,500
65591040	65691040	65641040	B3GNT1	Basque	9,000	0,444
66131040	66231040	66181040	B3GNT1	Basque	2,000	0,500
184752970	184852970	184802970	B3GNT5	Basque	21,000	0,524
184782970	184882970	184832970	B3GNT5	Basque	17,000	0,588
7496187	7596187	7546187	C1GALT1	Basque	21,000	0,524
7526187	7626187	7576187	C1GALT1	Basque	19,000	0,632
74805452	74905452	74855452	FUT11	Basque	5,000	0,800
74835452	74935452	74885452	FUT11	Basque	3,000	1,000
74865452	74965452	74915452	FUT11	Basque	3,000	1,000
74895452	74995452	74945452	FUT11	Basque	3,000	0,667
74925452	75025452	74975452	FUT11	Basque	2,000	0,500
74955452	75055452	75005452	FUT11	Basque	3,000	0,667
74985452	75085452	75035452	FUT11	Basque	5,000	0,800
75015452	75115452	75065452	FUT11	Basque	6,000	0,833
75045452	75145452	75095452	FUT11	Basque	5,000	0,800
75075452	75175452	75125452	FUT11	Basque	5,000	0,600
94083691	94183691	94133691	FUT4	Basque	12,000	0,500
94203691	94303691	94253691	FUT4	Basque	11,000	0,455
151334698	151434698	151384698	GALNT11_15	Basque	4,000	0,750
151364698	151464698	151414698	GALNT11_15	Basque	3,000	1,000
151394698	151494698	151444698	GALNT11_15	Basque	3,000	0,667
151424698	151524698	151474698	GALNT11_15	Basque	5,000	0,600
151454698	151554698	151504698	GALNT11_15	Basque	6,000	0,667
151484698	151584698	151534698	GALNT11_15	Basque	5,000	0,600
151514698	151614698	151564698	GALNT11_15	Basque	2,000	0,500
151544698	151644698	151594698	GALNT11_15	Basque	1,000	1,000
151574698	151674698	151624698	GALNT11_15	Basque	9,000	0,889
151604698	151704698	151654698	GALNT11_15	Basque	12,000	0,917
151634698	151734698	151684698	GALNT11_15	Basque	12,000	0,917
100962055	101062055	101012055	GALNT12	Basque	11,000	0,455
228070183	228170183	228120183	GALNT2	Basque	12,000	0,583
228100183	228200183	228150183	GALNT2	Basque	12,000	0,500
88218598	88318598	88268598	GALNT4	Basque	18,000	0,444
157822879	157922879	157872879	GALNT5	Basque	14,000	0,500
157852879	157952879	157902879	GALNT5	Basque	11,000	0,545
157912879	158012879	157962879	GALNT5	Basque	13,000	0,462
157972879	158072879	158022879	GALNT5	Basque	20,000	0,450
158032879	158132879	158082879	GALNT5	Basque	13,000	0,462
172853751	172953751	172903751	GALNT7_17	Basque	13,000	0,462
172883751	172983751	172933751	GALNT7_17	Basque	9,000	0,556
131035942	131135942	131085942	GALNT9	Basque	5,000	0,600
131065942	131165942	131115942	GALNT9	Basque	5,000	0,600
69087775	69187775	69137775	GALNTL1	Basque	8,000	0,625
69117775	69217775	69167775	GALNTL1	Basque	9,000	0,444
70616969	70716969	70666969	OGT	Basque	2,000	0,500
70646969	70746969	70696969	OGT	Basque	2,000	0,500
70676969	70776969	70726969	OGT	Basque	2,000	0,500
70736969	70836969	70786969	OGT	Basque	4,000	0,500
70766969	70866969	70816969	OGT	Basque	2,000	0,500
70796969	70896969	70846969	OGT	Basque	1,000	1,000
70856969	70956969	70906969	OGT	Basque	1,000	1,000
70886969	70986969	70936969	OGT	Basque	1,000	1,000
70916969	71016969	70966969	OGT	Basque	1,000	1,000
70946969	71046969	70996969	OGT	Basque	4,000	1,000
70976969	71076969	71026969	OGT	Basque	7,000	1,000
71006969	71106969	71056969	OGT	Basque	11,000	0,818
72244592	72344592	72294592	SIAT7A_B	Basque	15,000	0,467
77367338	77467338	77417338	SIAT7C_E	Basque	8,000	0,500
22367968	22467968	22417968	SIAT8A	Basque	8,000	0,625
22397968	22497968	22447968	SIAT8A	Basque	8,000	0,625
22457968	22557968	22507968	SIAT8A	Basque	9,000	0,444
22487968	22587968	22537968	SIAT8A	Basque	9,000	0,444
22517968	22617968	22567968	SIAT8A	Basque	7,000	0,714
22547968	22647968	22597968	SIAT8A	Basque	7,000	0,571
53102681	53202681	53152681	SIAT8C	Basque	23,000	0,478
53132681	53232681	53182681	SIAT8C	Basque	26,000	0,500
42594475	42694475	42644475	SIAT8E	Basque	13,000	0,462
42624475	42724475	42674475	SIAT8E	Basque	9,000	0,444
17454449	17554449	17504449	SIAT8F	Basque	18,000	0,500
17484449	17584449	17534449	SIAT8F	Basque	33,000	0,455
17514449	17614449	17564449	SIAT8F	Basque	33,000	0,455
74805452	74905452	74855452	FUT11	Bedouin	6,000	0,667
74835452	74935452	74885452	FUT11	Bedouin	4,000	0,750
74865452	74965452	74915452	FUT11	Bedouin	4,000	0,750
74895452	74995452	74945452	FUT11	Bedouin	4,000	0,500
74955452	75055452	75005452	FUT11	Bedouin	4,000	0,500
74985452	75085452	75035452	FUT11	Bedouin	6,000	0,667
75015452	75115452	75065452	FUT11	Bedouin	7,000	0,571
75045452	75145452	75095452	FUT11	Bedouin	5,000	0,600
151544698	151644698	151594698	GALNT11_15	Bedouin	2,000	0,500
151574698	151674698	151624698	GALNT11_15	Bedouin	10,000	0,800
151604698	151704698	151654698	GALNT11_15	Bedouin	13,000	0,769
151634698	151734698	151684698	GALNT11_15	Bedouin	13,000	0,769
228070183	228170183	228120183	GALNT2	Bedouin	14,000	0,500
228100183	228200183	228150183	GALNT2	Bedouin	12,000	0,500
157822879	157922879	157872879	GALNT5	Bedouin	14,000	0,500
157852879	157952879	157902879	GALNT5	Bedouin	10,000	0,500
157882879	157982879	157932879	GALNT5	Bedouin	9,000	0,444
157912879	158012879	157962879	GALNT5	Bedouin	13,000	0,462
131035942	131135942	131085942	GALNT9	Bedouin	6,000	0,500
131065942	131165942	131115942	GALNT9	Bedouin	6,000	0,500
70796969	70896969	70846969	OGT	Bedouin	1,000	1,000
70946969	71046969	70996969	OGT	Bedouin	5,000	0,600
70976969	71076969	71026969	OGT	Bedouin	8,000	0,750
71006969	71106969	71056969	OGT	Bedouin	13,000	0,615
22367968	22467968	22417968	SIAT8A	Bedouin	10,000	0,500
22397968	22497968	22447968	SIAT8A	Bedouin	10,000	0,500
74925452	75025452	74975452	FUT11	Biaka.Pygmies	2,000	0,500
74955452	75055452	75005452	FUT11	Biaka.Pygmies	2,000	0,500
154639031	154739031	154689031	GALNT13	Biaka.Pygmies	9,000	0,444
70946969	71046969	70996969	OGT	Biaka.Pygmies	5,000	0,600
100400916	100500916	100450916	SIAT8D	Biaka.Pygmies	6,000	0,500
100430916	100530916	100480916	SIAT8D	Biaka.Pygmies	5,000	0,600
17814449	17914449	17864449	SIAT8F	Biaka.Pygmies	4,000	0,500
86062499	86162499	86112499	SIAT9	Biaka.Pygmies	6,000	0,500
191052115	191152115	191102115	B3GALT2	Brahui	11,000	0,455
191172115	191272115	191222115	B3GALT2	Brahui	2,000	0,500
191292115	191392115	191342115	B3GALT2	Brahui	2,000	0,500
191412115	191512115	191462115	B3GALT2	Brahui	4,000	0,500
191502115	191602115	191552115	B3GALT2	Brahui	8,000	0,500
191532115	191632115	191582115	B3GALT2	Brahui	7,000	0,571
66131040	66231040	66181040	B3GNT1	Brahui	2,000	0,500
184752970	184852970	184802970	B3GNT5	Brahui	21,000	0,476
184782970	184882970	184832970	B3GNT5	Brahui	17,000	0,471
74805452	74905452	74855452	FUT11	Brahui	5,000	0,800
74835452	74935452	74885452	FUT11	Brahui	4,000	0,750
74865452	74965452	74915452	FUT11	Brahui	4,000	0,750
74895452	74995452	74945452	FUT11	Brahui	4,000	0,500
74955452	75055452	75005452	FUT11	Brahui	4,000	0,500
74985452	75085452	75035452	FUT11	Brahui	6,000	0,667
75015452	75115452	75065452	FUT11	Brahui	7,000	0,714
75045452	75145452	75095452	FUT11	Brahui	5,000	0,800
75075452	75175452	75125452	FUT11	Brahui	5,000	0,600
94203691	94303691	94253691	FUT4	Brahui	11,000	0,455
151364698	151464698	151414698	GALNT11_15	Brahui	5,000	0,600
151544698	151644698	151594698	GALNT11_15	Brahui	2,000	0,500
151574698	151674698	151624698	GALNT11_15	Brahui	10,000	0,800
151604698	151704698	151654698	GALNT11_15	Brahui	13,000	0,769
151634698	151734698	151684698	GALNT11_15	Brahui	13,000	0,769
228070183	228170183	228120183	GALNT2	Brahui	13,000	0,538
228100183	228200183	228150183	GALNT2	Brahui	12,000	0,500
157792879	157892879	157842879	GALNT5	Brahui	15,000	0,533
157822879	157922879	157872879	GALNT5	Brahui	14,000	0,571
157852879	157952879	157902879	GALNT5	Brahui	11,000	0,545
173573751	173673751	173623751	GALNT7_17	Brahui	11,000	0,455
173633751	173733751	173683751	GALNT7_17	Brahui	11,000	0,455
70586969	70686969	70636969	OGT	Brahui	2,000	0,500
70616969	70716969	70666969	OGT	Brahui	2,000	0,500
70646969	70746969	70696969	OGT	Brahui	2,000	0,500
70796969	70896969	70846969	OGT	Brahui	1,000	1,000
70946969	71046969	70996969	OGT	Brahui	5,000	0,600
70976969	71076969	71026969	OGT	Brahui	8,000	0,500
71006969	71106969	71056969	OGT	Brahui	13,000	0,462
77367338	77467338	77417338	SIAT7C_E	Brahui	8,000	0,500
22367968	22467968	22417968	SIAT8A	Brahui	9,000	0,556
22397968	22497968	22447968	SIAT8A	Brahui	8,000	0,625
17814449	17914449	17864449	SIAT8F	Brahui	4,000	0,500
70827650	70927650	70877650	WBSCR17	Brahui	15,000	0,467
70857650	70957650	70907650	WBSCR17	Brahui	12,000	0,500
191052115	191152115	191102115	B3GALT2	Burusho	11,000	0,455
66131040	66231040	66181040	B3GNT1	Burusho	2,000	0,500
62120589	62220589	62170589	B3GNT2	Burusho	4,000	0,500
62150589	62250589	62200589	B3GNT2	Burusho	6,000	0,833
62180589	62280589	62230589	B3GNT2	Burusho	7,000	0,714
184182970	184282970	184232970	B3GNT5	Burusho	10,000	0,500
184212970	184312970	184262970	B3GNT5	Burusho	10,000	0,500
184242970	184342970	184292970	B3GNT5	Burusho	16,000	0,625
184272970	184372970	184322970	B3GNT5	Burusho	24,000	0,625
184302970	184402970	184352970	B3GNT5	Burusho	22,000	0,591
184332970	184432970	184382970	B3GNT5	Burusho	21,000	0,524
32737013	32837013	32787013	B4GALT1	Burusho	27,000	0,481
32767013	32867013	32817013	B4GALT1	Burusho	28,000	0,464
74805452	74905452	74855452	FUT11	Burusho	4,000	0,750
74835452	74935452	74885452	FUT11	Burusho	4,000	0,500
74865452	74965452	74915452	FUT11	Burusho	4,000	0,500
74895452	74995452	74945452	FUT11	Burusho	4,000	0,500
74985452	75085452	75035452	FUT11	Burusho	6,000	0,500
94203691	94303691	94253691	FUT4	Burusho	11,000	0,455
151334698	151434698	151384698	GALNT11_15	Burusho	6,000	0,500
151364698	151464698	151414698	GALNT11_15	Burusho	4,000	0,750
151544698	151644698	151594698	GALNT11_15	Burusho	2,000	0,500
151574698	151674698	151624698	GALNT11_15	Burusho	10,000	0,800
151604698	151704698	151654698	GALNT11_15	Burusho	13,000	0,769
151634698	151734698	151684698	GALNT11_15	Burusho	13,000	0,769
228070183	228170183	228120183	GALNT2	Burusho	11,000	0,636
228100183	228200183	228150183	GALNT2	Burusho	11,000	0,545
157432879	157532879	157482879	GALNT5	Burusho	8,000	0,625
157462879	157562879	157512879	GALNT5	Burusho	7,000	0,571
157792879	157892879	157842879	GALNT5	Burusho	14,000	0,571
157822879	157922879	157872879	GALNT5	Burusho	14,000	0,571
157852879	157952879	157902879	GALNT5	Burusho	10,000	0,600
157882879	157982879	157932879	GALNT5	Burusho	9,000	0,444
157912879	158012879	157962879	GALNT5	Burusho	13,000	0,462
157942879	158042879	157992879	GALNT5	Burusho	18,000	0,444
157972879	158072879	158022879	GALNT5	Burusho	23,000	0,478
158002879	158102879	158052879	GALNT5	Burusho	17,000	0,471
158032879	158132879	158082879	GALNT5	Burusho	14,000	0,500
70796969	70896969	70846969	OGT	Burusho	1,000	1,000
70946969	71046969	70996969	OGT	Burusho	5,000	0,800
70976969	71076969	71026969	OGT	Burusho	8,000	0,875
71006969	71106969	71056969	OGT	Burusho	13,000	0,692
129621436	129721436	129671436	SIAT7D_F	Burusho	15,000	0,467
22367968	22467968	22417968	SIAT8A	Burusho	9,000	0,444
22397968	22497968	22447968	SIAT8A	Burusho	9,000	0,444
42594475	42694475	42644475	SIAT8E	Burusho	13,000	0,462
17814449	17914449	17864449	SIAT8F	Burusho	4,000	0,500
39638604	39738604	39688604	B3GALT5	Cambodian	12,000	0,583
39668604	39768604	39718604	B3GALT5	Cambodian	15,000	0,467
32707013	32807013	32757013	B4GALT1	Cambodian	31,000	0,548
32737013	32837013	32787013	B4GALT1	Cambodian	21,000	0,714
32979383	33079383	33029383	FUT10	Cambodian	6,000	0,500
33009383	33109383	33059383	FUT10	Cambodian	6,000	0,500
33039383	33139383	33089383	FUT10	Cambodian	6,000	0,667
33609383	33709383	33659383	FUT10	Cambodian	6,000	0,500
74805452	74905452	74855452	FUT11	Cambodian	4,000	0,750
74835452	74935452	74885452	FUT11	Cambodian	4,000	0,500
74865452	74965452	74915452	FUT11	Cambodian	4,000	0,500
74895452	74995452	74945452	FUT11	Cambodian	4,000	0,500
74985452	75085452	75035452	FUT11	Cambodian	6,000	0,500
29982171	30082171	30032171	FUT12	Cambodian	8,000	1,000
30012171	30112171	30062171	FUT12	Cambodian	5,000	1,000
30042171	30142171	30092171	FUT12	Cambodian	6,000	0,833
30072171	30172171	30122171	FUT12	Cambodian	3,000	0,667
53971528	54071528	54021528	FUT1_2	Cambodian	13,000	0,615
54001528	54101528	54051528	FUT1_2	Cambodian	12,000	0,500
94203691	94303691	94253691	FUT4	Cambodian	11,000	0,455
151394698	151494698	151444698	GALNT11_15	Cambodian	4,000	0,500
151544698	151644698	151594698	GALNT11_15	Cambodian	2,000	0,500
151574698	151674698	151624698	GALNT11_15	Cambodian	10,000	0,800
151604698	151704698	151654698	GALNT11_15	Cambodian	13,000	0,769
151634698	151734698	151684698	GALNT11_15	Cambodian	13,000	0,769
228070183	228170183	228120183	GALNT2	Cambodian	11,000	0,636
228100183	228200183	228150183	GALNT2	Cambodian	11,000	0,545
88218598	88318598	88268598	GALNT4	Cambodian	15,000	0,533
88248598	88348598	88298598	GALNT4	Cambodian	16,000	0,500
157432879	157532879	157482879	GALNT5	Cambodian	8,000	0,625
157462879	157562879	157512879	GALNT5	Cambodian	7,000	0,571
158032879	158132879	158082879	GALNT5	Cambodian	11,000	0,545
50301968	50401968	50351968	GALNT6	Cambodian	12,000	0,500
50331968	50431968	50381968	GALNT6	Cambodian	10,000	0,500
174113751	174213751	174163751	GALNT7_17	Cambodian	11,000	0,455
174413751	174513751	174463751	GALNT7_17	Cambodian	9,000	0,444
131065942	131165942	131115942	GALNT9	Cambodian	4,000	0,500
68967775	69067775	69017775	GALNTL1	Cambodian	13,000	0,462
69027775	69127775	69077775	GALNTL1	Cambodian	15,000	0,467
69087775	69187775	69137775	GALNTL1	Cambodian	8,000	0,750
69117775	69217775	69167775	GALNTL1	Cambodian	9,000	0,667
69147775	69247775	69197775	GALNTL1	Cambodian	10,000	0,500
69281490	69381490	69331490	SIAT4B	Cambodian	20,000	0,450
126021995	126121995	126071995	SIAT4C	Cambodian	26,000	0,577
126051995	126151995	126101995	SIAT4C	Cambodian	29,000	0,448
43575707	43675707	43625707	SIAT6	Cambodian	4,000	0,500
43605707	43705707	43655707	SIAT6	Cambodian	4,000	0,500
22337968	22437968	22387968	SIAT8A	Cambodian	11,000	0,545
22367968	22467968	22417968	SIAT8A	Cambodian	8,000	0,750
22397968	22497968	22447968	SIAT8A	Cambodian	7,000	0,714
22427968	22527968	22477968	SIAT8A	Cambodian	5,000	0,800
22457968	22557968	22507968	SIAT8A	Cambodian	6,000	0,667
22487968	22587968	22537968	SIAT8A	Cambodian	6,000	0,667
22547968	22647968	22597968	SIAT8A	Cambodian	7,000	0,571
22577968	22677968	22627968	SIAT8A	Cambodian	7,000	0,571
22607968	22707968	22657968	SIAT8A	Cambodian	6,000	0,667
22637968	22737968	22687968	SIAT8A	Cambodian	9,000	0,444
100400916	100500916	100450916	SIAT8D	Cambodian	6,000	0,500
100430916	100530916	100480916	SIAT8D	Cambodian	5,000	0,600
42594475	42694475	42644475	SIAT8E	Cambodian	13,000	0,462
168132253	168232253	168182253	B3GALT1	Colombian	19,000	0,474
168162253	168262253	168212253	B3GALT1	Colombian	22,000	0,500
191172115	191272115	191222115	B3GALT2	Colombian	2,000	0,500
191742115	191842115	191792115	B3GALT2	Colombian	9,000	0,444
39548604	39648604	39598604	B3GALT5	Colombian	6,000	0,500
39578604	39678604	39628604	B3GALT5	Colombian	7,000	0,714
61880589	61980589	61930589	B3GNT2	Colombian	9,000	0,444
61910589	62010589	61960589	B3GNT2	Colombian	6,000	0,500
61940589	62040589	61990589	B3GNT2	Colombian	6,000	0,500
61970589	62070589	62020589	B3GNT2	Colombian	5,000	0,600
62000589	62100589	62050589	B3GNT2	Colombian	3,000	0,667
62330589	62430589	62380589	B3GNT2	Colombian	8,000	0,500
62390589	62490589	62440589	B3GNT2	Colombian	11,000	0,455
17637176	17737176	17687176	B3GNT3	Colombian	13,000	0,538
17847176	17947176	17897176	B3GNT3	Colombian	11,000	0,455
121251370	121351370	121301370	B3GNT4	Colombian	5,000	0,800
121281370	121381370	121331370	B3GNT4	Colombian	8,000	0,625
121311370	121411370	121361370	B3GNT4	Colombian	7,000	0,571
121341370	121441370	121391370	B3GNT4	Colombian	6,000	0,500
121371370	121471370	121421370	B3GNT4	Colombian	2,000	1,000
121401370	121501370	121451370	B3GNT4	Colombian	2,000	0,500
121581370	121681370	121631370	B3GNT4	Colombian	1,000	1,000
184722970	184822970	184772970	B3GNT5	Colombian	19,000	0,474
184752970	184852970	184802970	B3GNT5	Colombian	21,000	0,524
184782970	184882970	184832970	B3GNT5	Colombian	17,000	0,529
32767013	32867013	32817013	B4GALT1	Colombian	25,000	0,480
32917013	33017013	32967013	B4GALT1	Colombian	13,000	0,462
33067013	33167013	33117013	B4GALT1	Colombian	20,000	0,450
33097013	33197013	33147013	B4GALT1	Colombian	14,000	0,571
159521585	159621585	159571585	B4GALT3	Colombian	10,000	0,600
159551585	159651585	159601585	B4GALT3	Colombian	5,000	1,000
159581585	159681585	159631585	B4GALT3	Colombian	4,000	1,000
159611585	159711585	159661585	B4GALT3	Colombian	3,000	1,000
6956187	7056187	7006187	C1GALT1	Colombian	9,000	0,444
7286187	7386187	7336187	C1GALT1	Colombian	28,000	0,536
7316187	7416187	7366187	C1GALT1	Colombian	18,000	0,667
33189383	33289383	33239383	FUT10	Colombian	11,000	0,455
33369383	33469383	33419383	FUT10	Colombian	9,000	0,556
33399383	33499383	33449383	FUT10	Colombian	8,000	0,625
75495452	75595452	75545452	FUT11	Colombian	7,000	0,571
75525452	75625452	75575452	FUT11	Colombian	4,000	0,750
30432171	30532171	30482171	FUT12	Colombian	3,000	0,667
30462171	30562171	30512171	FUT12	Colombian	3,000	0,667
30492171	30592171	30542171	FUT12	Colombian	3,000	1,000
30522171	30622171	30572171	FUT12	Colombian	3,000	1,000
30552171	30652171	30602171	FUT12	Colombian	4,000	1,000
30582171	30682171	30632171	FUT12	Colombian	7,000	0,714
30612171	30712171	30662171	FUT12	Colombian	7,000	0,714
53791528	53891528	53841528	FUT1_2	Colombian	9,000	0,444
45469454	45569454	45519454	FUT13	Colombian	15,000	0,467
45529454	45629454	45579454	FUT13	Colombian	16,000	0,500
45559454	45659454	45609454	FUT13	Colombian	20,000	0,450
94203691	94303691	94253691	FUT4	Colombian	10,000	0,500
94233691	94333691	94283691	FUT4	Colombian	10,000	0,500
5712265	5812265	5762265	FUT5_6	Colombian	12,000	0,583
5742265	5842265	5792265	FUT5_6	Colombian	12,000	0,667
5772265	5872265	5822265	FUT5_6	Colombian	11,000	0,636
5802265	5902265	5852265	FUT5_6	Colombian	7,000	0,714
5832265	5932265	5882265	FUT5_6	Colombian	6,000	0,667
5862265	5962265	5912265	FUT5_6	Colombian	7,000	0,714
5892265	5992265	5942265	FUT5_6	Colombian	8,000	0,625
5922265	6022265	5972265	FUT5_6	Colombian	8,000	0,500
5952265	6052265	6002265	FUT5_6	Colombian	9,000	0,556
5982265	6082265	6032265	FUT5_6	Colombian	11,000	0,545
6012265	6112265	6062265	FUT5_6	Colombian	14,000	0,500
6042265	6142265	6092265	FUT5_6	Colombian	12,000	0,500
6072265	6172265	6122265	FUT5_6	Colombian	9,000	0,444
6102265	6202265	6152265	FUT5_6	Colombian	6,000	0,500
6132265	6232265	6182265	FUT5_6	Colombian	8,000	0,500
64578701	64678701	64628701	FUT8	Colombian	4,000	0,750
64608701	64708701	64658701	FUT8	Colombian	9,000	0,556
64638701	64738701	64688701	FUT8	Colombian	12,000	0,500
64668701	64768701	64718701	FUT8	Colombian	16,000	0,563
64698701	64798701	64748701	FUT8	Colombian	14,000	0,500
64728701	64828701	64778701	FUT8	Colombian	15,000	0,467
96953842	97053842	97003842	FUT9	Colombian	11,000	0,636
96983842	97083842	97033842	FUT9	Colombian	7,000	0,857
97013842	97113842	97063842	FUT9	Colombian	5,000	0,600
