#window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,lower
33759383	33859383	33809383	FUT10	Bantu	4	0,5
74925452	75025452	74975452	FUT11	Bantu	2	0,5
64938701	65038701	64988701	FUT8	Bantu	14	0,5
96233842	96333842	96283842	FUT9	Bantu	6	0,5
151544698	151644698	151594698	GALNT11_15	Bantu	2	0,5
11786012	11886012	11836012	GALNT18	Bantu	19	0,526315789
11816012	11916012	11866012	GALNT18	Bantu	12	0,5
88458598	88558598	88508598	GALNT4	Bantu	17	0,529411765
88488598	88588598	88538598	GALNT4	Bantu	16	0,625
88518598	88618598	88568598	GALNT4	Bantu	14	0,571428571
174053751	174153751	174103751	GALNT7_17	Bantu	13	0,538461538
74049815	74149815	74099815	GCNT4	Bantu	9	0,555555556
74079815	74179815	74129815	GCNT4	Bantu	15	0,533333333
74109815	74209815	74159815	GCNT4	Bantu	13	0,538461538
74679815	74779815	74729815	GCNT4	Bantu	8	0,5
70376969	70476969	70426969	OGT	Bantu	2	0,5
188605465	188705465	188655465	SIAT1	Bantu	14	0,5
100025776	100125776	100075776	SIAT10	Bantu	5	0,6
100055776	100155776	100105776	SIAT10	Bantu	8	0,5
68621490	68721490	68671490	SIAT4B	Bantu	2	0,5
68651490	68751490	68701490	SIAT4B	Bantu	2	0,5
68771490	68871490	68821490	SIAT4B	Bantu	3	0,666666667
68801490	68901490	68851490	SIAT4B	Bantu	3	0,666666667
68951490	69051490	69001490	SIAT4B	Bantu	4	0,75
68981490	69081490	69031490	SIAT4B	Bantu	4	0,5
99770916	99870916	99820916	SIAT8D	Bantu	5	0,6
99800916	99900916	99850916	SIAT8D	Bantu	7	0,714285714
99830916	99930916	99880916	SIAT8D	Bantu	7	0,571428571
99860916	99960916	99910916	SIAT8D	Bantu	8	0,5
42684475	42784475	42734475	SIAT8E	Bantu	8	0,5
17814449	17914449	17864449	SIAT8F	Bantu	4	0,75
85612499	85712499	85662499	SIAT9	Bantu	20	0,5
85642499	85742499	85692499	SIAT9	Bantu	18	0,555555556
86062499	86162499	86112499	SIAT9	Bantu	14	0,5
167982253	168082253	168032253	B3GALT1	Basque	9	0,555555556
168012253	168112253	168062253	B3GALT1	Basque	10	0,5
191412115	191512115	191462115	B3GALT2	Basque	6	0,5
191442115	191542115	191492115	B3GALT2	Basque	6	0,5
120403382	120503382	120453382	B4GALT4	Basque	24	0,5
120433382	120533382	120483382	B4GALT4	Basque	23	0,565217391
120463382	120563382	120513382	B4GALT4	Basque	26	0,576923077
74805452	74905452	74855452	FUT11	Basque	2	1
74835452	74935452	74885452	FUT11	Basque	1	1
74865452	74965452	74915452	FUT11	Basque	1	1
75015452	75115452	75065452	FUT11	Basque	2	0,5
75045452	75145452	75095452	FUT11	Basque	2	0,5
94053691	94153691	94103691	FUT4	Basque	18	0,555555556
94083691	94183691	94133691	FUT4	Basque	14	0,571428571
5982265	6082265	6032265	FUT5_6	Basque	14	0,5
6012265	6112265	6062265	FUT5_6	Basque	17	0,529411765
6042265	6142265	6092265	FUT5_6	Basque	16	0,5625
64758701	64858701	64808701	FUT8	Basque	28	0,5
64968701	65068701	65018701	FUT8	Basque	10	0,6
64998701	65098701	65048701	FUT8	Basque	12	0,5
31720883	31820883	31770883	GALNT1	Basque	7	0,571428571
31750883	31850883	31800883	GALNT1	Basque	5	0,6
151364698	151464698	151414698	GALNT11_15	Basque	1	1
151394698	151494698	151444698	GALNT11_15	Basque	2	1
151424698	151524698	151474698	GALNT11_15	Basque	4	0,5
228070183	228170183	228120183	GALNT2	Basque	7	0,571428571
228100183	228200183	228150183	GALNT2	Basque	9	0,777777778
88578598	88678598	88628598	GALNT4	Basque	10	0,5
157822879	157922879	157872879	GALNT5	Basque	14	0,714285714
157852879	157952879	157902879	GALNT5	Basque	11	0,909090909
157882879	157982879	157932879	GALNT5	Basque	10	0,9
157912879	158012879	157962879	GALNT5	Basque	12	0,916666667
157942879	158042879	157992879	GALNT5	Basque	15	0,666666667
157972879	158072879	158022879	GALNT5	Basque	19	0,736842105
49881968	49981968	49931968	GALNT6	Basque	12	0,5
49911968	50011968	49961968	GALNT6	Basque	15	0,533333333
50301968	50401968	50351968	GALNT6	Basque	15	0,533333333
50331968	50431968	50381968	GALNT6	Basque	13	0,538461538
50361968	50461968	50411968	GALNT6	Basque	16	0,625
50391968	50491968	50441968	GALNT6	Basque	13	0,538461538
172823751	172923751	172873751	GALNT7_17	Basque	13	0,615384615
172853751	172953751	172903751	GALNT7_17	Basque	14	0,714285714
172883751	172983751	172933751	GALNT7_17	Basque	10	0,8
174413751	174513751	174463751	GALNT7_17	Basque	13	0,538461538
174443751	174543751	174493751	GALNT7_17	Basque	12	0,5
174473751	174573751	174523751	GALNT7_17	Basque	8	0,5
4423650	4523650	4473650	GALNT8	Basque	19	0,578947368
4453650	4553650	4503650	GALNT8	Basque	21	0,523809524
131005942	131105942	131055942	GALNT9	Basque	6	0,5
131035942	131135942	131085942	GALNT9	Basque	8	0,5
10716934	10816934	10766934	GCNT2	Basque	10	0,5
57324828	57424828	57374828	GCNT3	Basque	34	0,529411765
57354828	57454828	57404828	GCNT3	Basque	30	0,666666667
57804828	57904828	57854828	GCNT3	Basque	18	0,5
70406969	70506969	70456969	OGT	Basque	2	0,5
70436969	70536969	70486969	OGT	Basque	3	0,666666667
70466969	70566969	70516969	OGT	Basque	2	1
70496969	70596969	70546969	OGT	Basque	1	1
70526969	70626969	70576969	OGT	Basque	1	1
70556969	70656969	70606969	OGT	Basque	1	1
70586969	70686969	70636969	OGT	Basque	3	1
70616969	70716969	70666969	OGT	Basque	2	1
70646969	70746969	70696969	OGT	Basque	2	1
70676969	70776969	70726969	OGT	Basque	2	0,5
70706969	70806969	70756969	OGT	Basque	3	0,666666667
70736969	70836969	70786969	OGT	Basque	3	0,666666667
70766969	70866969	70816969	OGT	Basque	1	1
70946969	71046969	70996969	OGT	Basque	4	0,75
69041490	69141490	69091490	SIAT4B	Basque	7	0,571428571
77367338	77467338	77417338	SIAT7C_E	Basque	9	0,555555556
129381436	129481436	129431436	SIAT7D_F	Basque	10	0,5
129411436	129511436	129461436	SIAT7D_F	Basque	8	0,5
129741436	129841436	129791436	SIAT7D_F	Basque	16	0,5
129771436	129871436	129821436	SIAT7D_F	Basque	15	0,6
129801436	129901436	129851436	SIAT7D_F	Basque	18	0,666666667
129831436	129931436	129881436	SIAT7D_F	Basque	14	0,714285714
129861436	129961436	129911436	SIAT7D_F	Basque	15	0,733333333
129891436	129991436	129941436	SIAT7D_F	Basque	16	0,5
22457968	22557968	22507968	SIAT8A	Basque	8	0,625
22487968	22587968	22537968	SIAT8A	Basque	8	0,625
53102681	53202681	53152681	SIAT8C	Basque	24	0,5
53132681	53232681	53182681	SIAT8C	Basque	28	0,642857143
53162681	53262681	53212681	SIAT8C	Basque	26	0,615384615
53192681	53292681	53242681	SIAT8C	Basque	23	0,565217391
17454449	17554449	17504449	SIAT8F	Basque	15	0,6
17484449	17584449	17534449	SIAT8F	Basque	31	0,64516129
17514449	17614449	17564449	SIAT8F	Basque	31	0,580645161
191112115	191212115	191162115	B3GALT2	Bedouin	21	0,523809524
191142115	191242115	191192115	B3GALT2	Bedouin	17	0,529411765
191172115	191272115	191222115	B3GALT2	Bedouin	9	0,888888889
191202115	191302115	191252115	B3GALT2	Bedouin	8	0,625
191292115	191392115	191342115	B3GALT2	Bedouin	4	0,5
191352115	191452115	191402115	B3GALT2	Bedouin	10	0,6
191412115	191512115	191462115	B3GALT2	Bedouin	7	0,571428571
191442115	191542115	191492115	B3GALT2	Bedouin	6	0,5
191742115	191842115	191792115	B3GALT2	Bedouin	12	0,583333333
66131040	66231040	66181040	B3GNT1	Bedouin	4	0,5
62060589	62160589	62110589	B3GNT2	Bedouin	8	0,625
62090589	62190589	62140589	B3GNT2	Bedouin	6	0,666666667
62120589	62220589	62170589	B3GNT2	Bedouin	6	0,5
76714680	76814680	76764680	B3GNT6	Bedouin	10	0,5
76744680	76844680	76794680	B3GNT6	Bedouin	9	0,555555556
32737013	32837013	32787013	B4GALT1	Bedouin	30	0,533333333
32917013	33017013	32967013	B4GALT1	Bedouin	28	0,714285714
32947013	33047013	32997013	B4GALT1	Bedouin	32	0,6875
32977013	33077013	33027013	B4GALT1	Bedouin	34	0,676470588
33007013	33107013	33057013	B4GALT1	Bedouin	37	0,513513514
33247013	33347013	33297013	B4GALT1	Bedouin	13	0,538461538
33277013	33377013	33327013	B4GALT1	Bedouin	12	0,666666667
119487737	119587737	119537737	C1GALT1C1	Bedouin	6	0,5
119667737	119767737	119717737	C1GALT1C1	Bedouin	26	0,5
119697737	119797737	119747737	C1GALT1C1	Bedouin	27	0,518518519
119847737	119947737	119897737	C1GALT1C1	Bedouin	3	0,666666667
32979383	33079383	33029383	FUT10	Bedouin	12	0,583333333
33009383	33109383	33059383	FUT10	Bedouin	11	0,545454545
33039383	33139383	33089383	FUT10	Bedouin	11	0,545454545
33759383	33859383	33809383	FUT10	Bedouin	7	0,571428571
74805452	74905452	74855452	FUT11	Bedouin	6	0,666666667
74835452	74935452	74885452	FUT11	Bedouin	4	0,5
74865452	74965452	74915452	FUT11	Bedouin	4	0,5
74895452	74995452	74945452	FUT11	Bedouin	4	0,5
74925452	75025452	74975452	FUT11	Bedouin	4	0,75
74955452	75055452	75005452	FUT11	Bedouin	4	0,5
74985452	75085452	75035452	FUT11	Bedouin	6	0,666666667
75015452	75115452	75065452	FUT11	Bedouin	7	0,571428571
30162171	30262171	30212171	FUT12	Bedouin	10	0,5
30192171	30292171	30242171	FUT12	Bedouin	11	0,545454545
30252171	30352171	30302171	FUT12	Bedouin	9	0,555555556
53641528	53741528	53691528	FUT1_2	Bedouin	6	0,666666667
94053691	94153691	94103691	FUT4	Bedouin	20	0,75
94083691	94183691	94133691	FUT4	Bedouin	16	0,8125
94113691	94213691	94163691	FUT4	Bedouin	13	0,538461538
64968701	65068701	65018701	FUT8	Bedouin	10	0,6
64998701	65098701	65048701	FUT8	Bedouin	11	0,545454545
96233842	96333842	96283842	FUT9	Bedouin	8	0,5
96593842	96693842	96643842	FUT9	Bedouin	31	0,516129032
31780883	31880883	31830883	GALNT1	Bedouin	12	0,5
154055529	154155529	154105529	GALNT10	Bedouin	13	0,538461538
151334698	151434698	151384698	GALNT11_15	Bedouin	11	0,818181818
151364698	151464698	151414698	GALNT11_15	Bedouin	9	1
151394698	151494698	151444698	GALNT11_15	Bedouin	10	1
151424698	151524698	151474698	GALNT11_15	Bedouin	9	0,777777778
151454698	151554698	151504698	GALNT11_15	Bedouin	9	0,777777778
151484698	151584698	151534698	GALNT11_15	Bedouin	7	0,714285714
151514698	151614698	151564698	GALNT11_15	Bedouin	3	0,666666667
151544698	151644698	151594698	GALNT11_15	Bedouin	2	1
151574698	151674698	151624698	GALNT11_15	Bedouin	10	1
151604698	151704698	151654698	GALNT11_15	Bedouin	13	0,923076923
151634698	151734698	151684698	GALNT11_15	Bedouin	13	0,923076923
100902055	101002055	100952055	GALNT12	Bedouin	18	0,5
100932055	101032055	100982055	GALNT12	Bedouin	16	0,5625
100962055	101062055	101012055	GALNT12	Bedouin	15	0,533333333
11756012	11856012	11806012	GALNT18	Bedouin	31	0,516129032
228070183	228170183	228120183	GALNT2	Bedouin	13	0,846153846
228100183	228200183	228150183	GALNT2	Bedouin	11	0,818181818
228130183	228230183	228180183	GALNT2	Bedouin	20	0,7
228160183	228260183	228210183	GALNT2	Bedouin	21	0,619047619
157882879	157982879	157932879	GALNT5	Bedouin	8	0,875
157912879	158012879	157962879	GALNT5	Bedouin	12	0,833333333
157942879	158042879	157992879	GALNT5	Bedouin	17	0,529411765
157972879	158072879	158022879	GALNT5	Bedouin	24	0,583333333
173783751	173883751	173833751	GALNT7_17	Bedouin	17	0,588235294
173813751	173913751	173863751	GALNT7_17	Bedouin	18	0,611111111
174383751	174483751	174433751	GALNT7_17	Bedouin	12	0,5
174413751	174513751	174463751	GALNT7_17	Bedouin	15	0,666666667
174443751	174543751	174493751	GALNT7_17	Bedouin	13	0,615384615
174473751	174573751	174523751	GALNT7_17	Bedouin	10	0,6
174503751	174603751	174553751	GALNT7_17	Bedouin	13	0,615384615
130885942	130985942	130935942	GALNT9	Bedouin	10	0,5
130915942	131015942	130965942	GALNT9	Bedouin	8	0,5
130945942	131045942	130995942	GALNT9	Bedouin	9	0,555555556
130975942	131075942	131025942	GALNT9	Bedouin	8	0,625
68577775	68677775	68627775	GALNTL1	Bedouin	12	0,5
68937775	69037775	68987775	GALNTL1	Bedouin	16	0,5
68967775	69067775	69017775	GALNTL1	Bedouin	19	0,578947368
68997775	69097775	69047775	GALNTL1	Bedouin	21	0,619047619
69027775	69127775	69077775	GALNTL1	Bedouin	19	0,631578947
69057775	69157775	69107775	GALNTL1	Bedouin	11	0,727272727
69087775	69187775	69137775	GALNTL1	Bedouin	14	0,571428571
69117775	69217775	69167775	GALNTL1	Bedouin	14	0,642857143
10746934	10846934	10796934	GCNT2	Bedouin	11	0,545454545
74679815	74779815	74729815	GCNT4	Bedouin	9	0,555555556
70376969	70476969	70426969	OGT	Bedouin	2	0,5
70406969	70506969	70456969	OGT	Bedouin	3	0,666666667
70436969	70536969	70486969	OGT	Bedouin	4	0,75
70466969	70566969	70516969	OGT	Bedouin	2	1
70496969	70596969	70546969	OGT	Bedouin	1	1
70526969	70626969	70576969	OGT	Bedouin	1	1
70556969	70656969	70606969	OGT	Bedouin	1	1
70946969	71046969	70996969	OGT	Bedouin	6	0,666666667
70976969	71076969	71026969	OGT	Bedouin	9	0,555555556
71006969	71106969	71056969	OGT	Bedouin	13	0,692307692
68771490	68871490	68821490	SIAT4B	Bedouin	2	0,5
68801490	68901490	68851490	SIAT4B	Bedouin	3	0,666666667
68831490	68931490	68881490	SIAT4B	Bedouin	5	0,6
68861490	68961490	68911490	SIAT4B	Bedouin	6	0,5
68981490	69081490	69031490	SIAT4B	Bedouin	5	0,8
69011490	69111490	69061490	SIAT4B	Bedouin	10	0,7
69041490	69141490	69091490	SIAT4B	Bedouin	9	0,555555556
72214592	72314592	72264592	SIAT7A_B	Bedouin	14	0,5
129381436	129481436	129431436	SIAT7D_F	Bedouin	11	0,545454545
129411436	129511436	129461436	SIAT7D_F	Bedouin	11	0,727272727
129441436	129541436	129491436	SIAT7D_F	Bedouin	12	0,583333333
22397968	22497968	22447968	SIAT8A	Bedouin	11	0,545454545
22427968	22527968	22477968	SIAT8A	Bedouin	9	0,666666667
22457968	22557968	22507968	SIAT8A	Bedouin	11	0,545454545
22487968	22587968	22537968	SIAT8A	Bedouin	11	0,545454545
42654475	42754475	42704475	SIAT8E	Bedouin	8	0,5
42684475	42784475	42734475	SIAT8E	Bedouin	8	0,5
42864475	42964475	42914475	SIAT8E	Bedouin	12	0,5
167982253	168082253	168032253	B3GALT1	Biaka.Pygmies	13	0,538461538
191262115	191362115	191312115	B3GALT2	Biaka.Pygmies	4	0,5
191322115	191422115	191372115	B3GALT2	Biaka.Pygmies	6	0,5
191352115	191452115	191402115	B3GALT2	Biaka.Pygmies	8	0,5
65681040	65781040	65731040	B3GNT1	Biaka.Pygmies	8	0,5
65711040	65811040	65761040	B3GNT1	Biaka.Pygmies	7	0,571428571
65951040	66051040	66001040	B3GNT1	Biaka.Pygmies	13	0,538461538
65981040	66081040	66031040	B3GNT1	Biaka.Pygmies	13	0,538461538
66101040	66201040	66151040	B3GNT1	Biaka.Pygmies	4	0,5
66161040	66261040	66211040	B3GNT1	Biaka.Pygmies	4	0,5
62000589	62100589	62050589	B3GNT2	Biaka.Pygmies	8	0,5
62030589	62130589	62080589	B3GNT2	Biaka.Pygmies	8	0,5
121251370	121351370	121301370	B3GNT4	Biaka.Pygmies	5	0,6
184152970	184252970	184202970	B3GNT5	Biaka.Pygmies	12	0,5
76294680	76394680	76344680	B3GNT6	Biaka.Pygmies	12	0,5
76324680	76424680	76374680	B3GNT6	Biaka.Pygmies	9	0,777777778
76354680	76454680	76404680	B3GNT6	Biaka.Pygmies	11	0,545454545
33247013	33347013	33297013	B4GALT1	Biaka.Pygmies	13	0,538461538
33277013	33377013	33327013	B4GALT1	Biaka.Pygmies	10	0,7
33307013	33407013	33357013	B4GALT1	Biaka.Pygmies	13	0,538461538
159671585	159771585	159721585	B4GALT3	Biaka.Pygmies	10	0,5
6896187	6996187	6946187	C1GALT1	Biaka.Pygmies	6	0,5
74835452	74935452	74885452	FUT11	Biaka.Pygmies	4	0,75
74865452	74965452	74915452	FUT11	Biaka.Pygmies	4	0,75
74895452	74995452	74945452	FUT11	Biaka.Pygmies	3	0,666666667
74925452	75025452	74975452	FUT11	Biaka.Pygmies	2	0,5
30252171	30352171	30302171	FUT12	Biaka.Pygmies	10	0,5
30282171	30382171	30332171	FUT12	Biaka.Pygmies	9	0,666666667
30312171	30412171	30362171	FUT12	Biaka.Pygmies	8	0,625
30612171	30712171	30662171	FUT12	Biaka.Pygmies	12	0,5
93753691	93853691	93803691	FUT4	Biaka.Pygmies	16	0,5
5952265	6052265	6002265	FUT5_6	Biaka.Pygmies	11	0,545454545
64968701	65068701	65018701	FUT8	Biaka.Pygmies	9	0,555555556
