window.start	window.end	window.center	Gene	Population	nsnps.maf	maf,upper
65028701	65128701	65078701	FUT8	Adygei	10	0,500
65058701	65158701	65108701	FUT8	Adygei	14	0,500
65088701	65188701	65138701	FUT8	Adygei	15	0,533
65148701	65248701	65198701	FUT8	Adygei	9	0,444
65208701	65308701	65258701	FUT8	Adygei	10	0,500
65238701	65338701	65288701	FUT8	Adygei	14	0,500
65268701	65368701	65318701	FUT8	Adygei	24	0,542
65298701	65398701	65348701	FUT8	Adygei	28	0,536
65328701	65428701	65378701	FUT8	Adygei	33	0,485
96203842	96303842	96253842	FUT9	Adygei	9	0,444
96233842	96333842	96283842	FUT9	Adygei	6	0,500
96263842	96363842	96313842	FUT9	Adygei	9	0,778
96293842	96393842	96343842	FUT9	Adygei	11	0,636
96683842	96783842	96733842	FUT9	Adygei	20	0,450
96713842	96813842	96763842	FUT9	Adygei	14	0,500
96773842	96873842	96823842	FUT9	Adygei	21	0,571
96803842	96903842	96853842	FUT9	Adygei	20	0,500
96833842	96933842	96883842	FUT9	Adygei	16	0,500
153185529	153285529	153235529	GALNT10	Adygei	14	0,500
153215529	153315529	153265529	GALNT10	Adygei	18	0,444
151514698	151614698	151564698	GALNT11_15	Adygei	1	1,000
154879031	154979031	154929031	GALNT13	Adygei	33	0,455
154909031	155009031	154959031	GALNT13	Adygei	31	0,484
31076900	31176900	31126900	GALNT14	Adygei	41	0,561
31106900	31206900	31156900	GALNT14	Adygei	29	0,690
31136900	31236900	31186900	GALNT14	Adygei	24	0,708
173033751	173133751	173083751	GALNT7_17	Adygei	18	0,500
173063751	173163751	173113751	GALNT7_17	Adygei	22	0,455
173243751	173343751	173293751	GALNT7_17	Adygei	10	0,600
173273751	173373751	173323751	GALNT7_17	Adygei	8	0,625
173303751	173403751	173353751	GALNT7_17	Adygei	9	0,778
173333751	173433751	173383751	GALNT7_17	Adygei	13	0,769
173363751	173463751	173413751	GALNT7_17	Adygei	13	0,769
173393751	173493751	173443751	GALNT7_17	Adygei	15	0,533
173663751	173763751	173713751	GALNT7_17	Adygei	13	0,462
173693751	173793751	173743751	GALNT7_17	Adygei	13	0,538
173723751	173823751	173773751	GALNT7_17	Adygei	11	0,818
173753751	173853751	173803751	GALNT7_17	Adygei	14	0,571
173843751	173943751	173893751	GALNT7_17	Adygei	19	0,579
173873751	173973751	173923751	GALNT7_17	Adygei	13	0,615
174473751	174573751	174523751	GALNT7_17	Adygei	5	0,600
174503751	174603751	174553751	GALNT7_17	Adygei	6	0,833
174533751	174633751	174583751	GALNT7_17	Adygei	9	0,444
174683751	174783751	174733751	GALNT7_17	Adygei	22	0,500
130855942	130955942	130905942	GALNT9	Adygei	10	0,500
131215942	131315942	131265942	GALNT9	Adygei	20	0,450
131245942	131345942	131295942	GALNT9	Adygei	15	0,533
131455942	131555942	131505942	GALNT9	Adygei	13	0,462
131695942	131795942	131745942	GALNT9	Adygei	13	0,615
68877775	68977775	68927775	GALNTL1	Adygei	16	0,500
68907775	69007775	68957775	GALNTL1	Adygei	9	0,556
78623569	78723569	78673569	GCNT1	Adygei	25	0,480
10776934	10876934	10826934	GCNT2	Adygei	15	0,467
70286969	70386969	70336969	OGT	Adygei	14	0,571
70316969	70416969	70366969	OGT	Adygei	11	0,636
70346969	70446969	70396969	OGT	Adygei	8	0,625
187825465	187925465	187875465	SIAT1	Adygei	22	0,455
99875776	99975776	99925776	SIAT10	Adygei	12	0,667
99905776	100005776	99955776	SIAT10	Adygei	16	0,500
68771490	68871490	68821490	SIAT4B	Adygei	2	0,500
68801490	68901490	68851490	SIAT4B	Adygei	2	0,500
69191490	69291490	69241490	SIAT4B	Adygei	17	0,471
69221490	69321490	69271490	SIAT4B	Adygei	22	0,455
43605707	43705707	43655707	SIAT6	Adygei	11	0,818
43635707	43735707	43685707	SIAT6	Adygei	14	0,786
43665707	43765707	43715707	SIAT6	Adygei	14	0,643
72184592	72284592	72234592	SIAT7A_B	Adygei	14	0,500
129501436	129601436	129551436	SIAT7D_F	Adygei	16	0,500
129561436	129661436	129611436	SIAT7D_F	Adygei	18	0,556
42624475	42724475	42674475	SIAT8E	Adygei	7	0,714
42654475	42754475	42704475	SIAT8E	Adygei	4	1,000
42684475	42784475	42734475	SIAT8E	Adygei	4	1,000
42714475	42814475	42764475	SIAT8E	Adygei	4	1,000
42744475	42844475	42794475	SIAT8E	Adygei	11	0,909
42774475	42874475	42824475	SIAT8E	Adygei	14	0,929
42804475	42904475	42854475	SIAT8E	Adygei	15	0,800
42834475	42934475	42884475	SIAT8E	Adygei	9	0,667
42864475	42964475	42914475	SIAT8E	Adygei	9	0,556
42894475	42994475	42944475	SIAT8E	Adygei	9	0,556
85702499	85802499	85752499	SIAT9	Adygei	21	0,571
85732499	85832499	85782499	SIAT9	Adygei	27	0,556
85762499	85862499	85812499	SIAT9	Adygei	28	0,536
85882499	85982499	85932499	SIAT9	Adygei	29	0,552
85912499	86012499	85962499	SIAT9	Adygei	23	0,696
85942499	86042499	85992499	SIAT9	Adygei	23	0,609
85972499	86072499	86022499	SIAT9	Adygei	14	0,643
168042253	168142253	168092253	B3GALT1	Balochi	17	0,471
39518604	39618604	39568604	B3GALT5	Balochi	8	0,500
39608604	39708604	39658604	B3GALT5	Balochi	20	0,550
66041040	66141040	66091040	B3GNT1	Balochi	12	0,583
66071040	66171040	66121040	B3GNT1	Balochi	11	0,636
66101040	66201040	66151040	B3GNT1	Balochi	4	0,500
120951370	121051370	121001370	B3GNT4	Balochi	6	0,500
121251370	121351370	121301370	B3GNT4	Balochi	5	0,600
121281370	121381370	121331370	B3GNT4	Balochi	8	0,500
76234680	76334680	76284680	B3GNT6	Balochi	8	0,750
76264680	76364680	76314680	B3GNT6	Balochi	5	1,000
76294680	76394680	76344680	B3GNT6	Balochi	7	0,714
76324680	76424680	76374680	B3GNT6	Balochi	6	0,667
76354680	76454680	76404680	B3GNT6	Balochi	11	0,455
119877737	119977737	119927737	C1GALT1C1	Balochi	4	0,500
33099383	33199383	33149383	FUT10	Balochi	11	0,545
33129383	33229383	33179383	FUT10	Balochi	10	0,600
33159383	33259383	33209383	FUT10	Balochi	15	0,800
33189383	33289383	33239383	FUT10	Balochi	11	0,909
33219383	33319383	33269383	FUT10	Balochi	14	0,714
33249383	33349383	33299383	FUT10	Balochi	13	0,462
33369383	33469383	33419383	FUT10	Balochi	12	0,500
33399383	33499383	33449383	FUT10	Balochi	13	0,615
33429383	33529383	33479383	FUT10	Balochi	13	0,462
33459383	33559383	33509383	FUT10	Balochi	15	0,533
33489383	33589383	33539383	FUT10	Balochi	15	0,467
33519383	33619383	33569383	FUT10	Balochi	14	0,571
33549383	33649383	33599383	FUT10	Balochi	9	0,556
33579383	33679383	33629383	FUT10	Balochi	8	0,625
33609383	33709383	33659383	FUT10	Balochi	9	0,556
33639383	33739383	33689383	FUT10	Balochi	8	0,625
33669383	33769383	33719383	FUT10	Balochi	9	0,667
75105452	75205452	75155452	FUT11	Balochi	4	0,500
53881528	53981528	53931528	FUT1_2	Balochi	24	0,500
45469454	45569454	45519454	FUT13	Balochi	26	0,462
45499454	45599454	45549454	FUT13	Balochi	23	0,522
45739454	45839454	45789454	FUT13	Balochi	20	0,500
94113691	94213691	94163691	FUT4	Balochi	11	0,455
94143691	94243691	94193691	FUT4	Balochi	13	0,462
94173691	94273691	94223691	FUT4	Balochi	10	0,600
65208701	65308701	65258701	FUT8	Balochi	11	0,455
65238701	65338701	65288701	FUT8	Balochi	15	0,467
30866900	30966900	30916900	GALNT14	Balochi	30	0,467
31106900	31206900	31156900	GALNT14	Balochi	35	0,457
31136900	31236900	31186900	GALNT14	Balochi	30	0,533
88278598	88378598	88328598	GALNT4	Balochi	18	0,444
50091968	50191968	50141968	GALNT6	Balochi	13	0,462
50271968	50371968	50321968	GALNT6	Balochi	15	0,467
50301968	50401968	50351968	GALNT6	Balochi	16	0,563
50331968	50431968	50381968	GALNT6	Balochi	13	0,462
173213751	173313751	173263751	GALNT7_17	Balochi	14	0,571
173243751	173343751	173293751	GALNT7_17	Balochi	10	0,600
173273751	173373751	173323751	GALNT7_17	Balochi	8	0,625
173303751	173403751	173353751	GALNT7_17	Balochi	9	0,444
173333751	173433751	173383751	GALNT7_17	Balochi	13	0,462
174473751	174573751	174523751	GALNT7_17	Balochi	4	0,500
174533751	174633751	174583751	GALNT7_17	Balochi	11	0,455
174563751	174663751	174613751	GALNT7_17	Balochi	15	0,533
74559815	74659815	74609815	GCNT4	Balochi	7	0,571
70376969	70476969	70426969	OGT	Balochi	1	1,000
70406969	70506969	70456969	OGT	Balochi	1	1,000
70436969	70536969	70486969	OGT	Balochi	1	1,000
99875776	99975776	99925776	SIAT10	Balochi	13	0,615
99905776	100005776	99955776	SIAT10	Balochi	17	0,471
69071490	69171490	69121490	SIAT4B	Balochi	11	0,455
69101490	69201490	69151490	SIAT4B	Balochi	12	0,500
69131490	69231490	69181490	SIAT4B	Balochi	13	0,538
69191490	69291490	69241490	SIAT4B	Balochi	18	0,500
77097338	77197338	77147338	SIAT7C_E	Balochi	15	0,467
42624475	42724475	42674475	SIAT8E	Balochi	9	0,444
42654475	42754475	42704475	SIAT8E	Balochi	6	0,500
42684475	42784475	42734475	SIAT8E	Balochi	6	0,500
42714475	42814475	42764475	SIAT8E	Balochi	5	0,800
42744475	42844475	42794475	SIAT8E	Balochi	11	0,455
42774475	42874475	42824475	SIAT8E	Balochi	15	0,467
42894475	42994475	42944475	SIAT8E	Balochi	10	0,500
86212499	86312499	86262499	SIAT9	Balochi	22	0,500
86242499	86342499	86292499	SIAT9	Balochi	23	0,478
191592115	191692115	191642115	B3GALT2	Bantu	9	0,444
74955452	75055452	75005452	FUT11	Bantu	2	0,500
74985452	75085452	75035452	FUT11	Bantu	5	0,800
75015452	75115452	75065452	FUT11	Bantu	6	0,667
75045452	75145452	75095452	FUT11	Bantu	5	0,800
75075452	75175452	75125452	FUT11	Bantu	5	0,600
138984524	139084524	139034524	FUT7	Bantu	11	0,455
151544698	151644698	151594698	GALNT11_15	Bantu	2	0,500
157822879	157922879	157872879	GALNT5	Bantu	13	0,462
157852879	157952879	157902879	GALNT5	Bantu	9	0,556
131005942	131105942	131055942	GALNT9	Bantu	4	0,500
131455942	131555942	131505942	GALNT9	Bantu	13	0,462
70796969	70896969	70846969	OGT	Bantu	2	0,500
70856969	70956969	70906969	OGT	Bantu	1	1,000
70886969	70986969	70936969	OGT	Bantu	1	1,000
44475707	44575707	44525707	SIAT6	Bantu	9	0,444
77337338	77437338	77387338	SIAT7C_E	Bantu	8	0,500
77367338	77467338	77417338	SIAT7C_E	Bantu	8	0,750
129321436	129421436	129371436	SIAT7D_F	Bantu	22	0,455
17844449	17944449	17894449	SIAT8F	Bantu	2	0,500
39518604	39618604	39568604	B3GALT5	Basque	8	0,500
39548604	39648604	39598604	B3GALT5	Basque	15	0,533
39578604	39678604	39628604	B3GALT5	Basque	15	0,467
66041040	66141040	66091040	B3GNT1	Basque	12	0,583
66071040	66171040	66121040	B3GNT1	Basque	11	0,636
66101040	66201040	66151040	B3GNT1	Basque	4	0,500
121371370	121471370	121421370	B3GNT4	Basque	3	0,667
121401370	121501370	121451370	B3GNT4	Basque	4	0,500
121431370	121531370	121481370	B3GNT4	Basque	6	0,500
119307737	119407737	119357737	C1GALT1C1	Basque	17	0,471
119337737	119437737	119387737	C1GALT1C1	Basque	17	0,588
119367737	119467737	119417737	C1GALT1C1	Basque	18	0,500
119877737	119977737	119927737	C1GALT1C1	Basque	3	0,667
119907737	120007737	119957737	C1GALT1C1	Basque	5	0,600
119937737	120037737	119987737	C1GALT1C1	Basque	8	0,625
119967737	120067737	120017737	C1GALT1C1	Basque	8	0,750
54271528	54371528	54321528	FUT1_2	Basque	19	0,579
93573691	93673691	93623691	FUT4	Basque	14	0,571
93603691	93703691	93653691	FUT4	Basque	20	0,450
138924524	139024524	138974524	FUT7	Basque	10	0,500
138954524	139054524	139004524	FUT7	Basque	11	0,455
138984524	139084524	139034524	FUT7	Basque	11	0,545
96263842	96363842	96313842	FUT9	Basque	11	0,455
96983842	97083842	97033842	FUT9	Basque	9	0,444
97013842	97113842	97063842	FUT9	Basque	5	0,600
97043842	97143842	97093842	FUT9	Basque	6	0,500
31090883	31190883	31140883	GALNT1	Basque	9	0,556
31120883	31220883	31170883	GALNT1	Basque	11	0,545
151514698	151614698	151564698	GALNT11_15	Basque	1	1,000
166156007	166256007	166206007	GALNT3	Basque	24	0,500
166216007	166316007	166266007	GALNT3	Basque	11	0,455
173033751	173133751	173083751	GALNT7_17	Basque	18	0,500
173063751	173163751	173113751	GALNT7_17	Basque	21	0,524
173213751	173313751	173263751	GALNT7_17	Basque	16	0,500
173843751	173943751	173893751	GALNT7_17	Basque	18	0,444
174473751	174573751	174523751	GALNT7_17	Basque	8	0,500
174503751	174603751	174553751	GALNT7_17	Basque	9	0,556
174533751	174633751	174583751	GALNT7_17	Basque	9	0,444
131215942	131315942	131265942	GALNT9	Basque	20	0,450
131245942	131345942	131295942	GALNT9	Basque	15	0,533
10746934	10846934	10796934	GCNT2	Basque	5	0,600
10776934	10876934	10826934	GCNT2	Basque	10	0,500
70316969	70416969	70366969	OGT	Basque	10	0,600
70346969	70446969	70396969	OGT	Basque	8	0,500
100115776	100215776	100165776	SIAT10	Basque	11	0,455
68651490	68751490	68701490	SIAT4B	Basque	2	0,500
68681490	68781490	68731490	SIAT4B	Basque	1	1,000
69071490	69171490	69121490	SIAT4B	Basque	10	0,600
69101490	69201490	69151490	SIAT4B	Basque	12	0,500
69131490	69231490	69181490	SIAT4B	Basque	12	0,500
69191490	69291490	69241490	SIAT4B	Basque	18	0,444
69221490	69321490	69271490	SIAT4B	Basque	23	0,478
129351436	129451436	129401436	SIAT7D_F	Basque	14	0,571
129441436	129541436	129491436	SIAT7D_F	Basque	9	0,444
129471436	129571436	129521436	SIAT7D_F	Basque	13	0,692
129501436	129601436	129551436	SIAT7D_F	Basque	16	0,813
129531436	129631436	129581436	SIAT7D_F	Basque	17	0,706
129561436	129661436	129611436	SIAT7D_F	Basque	18	0,667
21917968	22017968	21967968	SIAT8A	Basque	20	0,450
21947968	22047968	21997968	SIAT8A	Basque	11	0,727
21977968	22077968	22027968	SIAT8A	Basque	9	0,667
99980916	100080916	100030916	SIAT8D	Basque	17	0,471
100010916	100110916	100060916	SIAT8D	Basque	17	0,471
100040916	100140916	100090916	SIAT8D	Basque	17	0,471
100430916	100530916	100480916	SIAT8D	Basque	6	0,500
100490916	100590916	100540916	SIAT8D	Basque	9	0,556
42624475	42724475	42674475	SIAT8E	Basque	11	0,455
42654475	42754475	42704475	SIAT8E	Basque	6	0,667
42684475	42784475	42734475	SIAT8E	Basque	6	0,667
42714475	42814475	42764475	SIAT8E	Basque	6	0,667
42744475	42844475	42794475	SIAT8E	Basque	12	0,833
42774475	42874475	42824475	SIAT8E	Basque	13	0,923
42804475	42904475	42854475	SIAT8E	Basque	14	0,714
42834475	42934475	42884475	SIAT8E	Basque	9	0,444
86212499	86312499	86262499	SIAT9	Basque	20	0,550
39608604	39708604	39658604	B3GALT5	Bedouin	21	0,476
39638604	39738604	39688604	B3GALT5	Bedouin	18	0,444
39668604	39768604	39718604	B3GALT5	Bedouin	22	0,455
65861040	65961040	65911040	B3GNT1	Bedouin	9	0,444
66041040	66141040	66091040	B3GNT1	Bedouin	12	0,667
66071040	66171040	66121040	B3GNT1	Bedouin	11	0,727
66101040	66201040	66151040	B3GNT1	Bedouin	4	0,750
120951370	121051370	121001370	B3GNT4	Bedouin	6	0,500
121101370	121201370	121151370	B3GNT4	Bedouin	7	0,571
121341370	121441370	121391370	B3GNT4	Bedouin	6	0,500
121371370	121471370	121421370	B3GNT4	Bedouin	3	0,667
121431370	121531370	121481370	B3GNT4	Bedouin	6	0,500
121491370	121591370	121541370	B3GNT4	Bedouin	9	0,556
7466187	7566187	7516187	C1GALT1	Bedouin	21	0,476
7496187	7596187	7546187	C1GALT1	Bedouin	24	0,500
119877737	119977737	119927737	C1GALT1C1	Bedouin	4	0,750
33459383	33559383	33509383	FUT10	Bedouin	15	0,733
33489383	33589383	33539383	FUT10	Bedouin	15	0,800
33519383	33619383	33569383	FUT10	Bedouin	14	0,714
33549383	33649383	33599383	FUT10	Bedouin	9	0,667
33579383	33679383	33629383	FUT10	Bedouin	8	0,625
54271528	54371528	54321528	FUT1_2	Bedouin	19	0,526
45409454	45509454	45459454	FUT13	Bedouin	28	0,500
45439454	45539454	45489454	FUT13	Bedouin	27	0,444
93573691	93673691	93623691	FUT4	Bedouin	16	0,500
6072265	6172265	6122265	FUT5_6	Bedouin	15	0,467
65238701	65338701	65288701	FUT8	Bedouin	15	0,467
96203842	96303842	96253842	FUT9	Bedouin	10	0,500
96263842	96363842	96313842	FUT9	Bedouin	11	0,636
96293842	96393842	96343842	FUT9	Bedouin	13	0,538
228340183	228440183	228390183	GALNT2	Bedouin	16	0,500
157522879	157622879	157572879	GALNT5	Bedouin	15	0,533
173663751	173763751	173713751	GALNT7_17	Bedouin	14	0,500
173693751	173793751	173743751	GALNT7_17	Bedouin	13	0,615
173723751	173823751	173773751	GALNT7_17	Bedouin	11	0,818
173753751	173853751	173803751	GALNT7_17	Bedouin	14	0,571
173843751	173943751	173893751	GALNT7_17	Bedouin	20	0,550
173873751	173973751	173923751	GALNT7_17	Bedouin	14	0,571
131455942	131555942	131505942	GALNT9	Bedouin	13	0,462
68907775	69007775	68957775	GALNTL1	Bedouin	11	0,455
70316969	70416969	70366969	OGT	Bedouin	11	0,455
70346969	70446969	70396969	OGT	Bedouin	8	0,625
68771490	68871490	68821490	SIAT4B	Bedouin	2	0,500
69131490	69231490	69181490	SIAT4B	Bedouin	15	0,467
69161490	69261490	69211490	SIAT4B	Bedouin	17	0,471
69191490	69291490	69241490	SIAT4B	Bedouin	18	0,611
69221490	69321490	69271490	SIAT4B	Bedouin	23	0,478
43575707	43675707	43625707	SIAT6	Bedouin	7	0,714
43605707	43705707	43655707	SIAT6	Bedouin	11	0,818
43635707	43735707	43685707	SIAT6	Bedouin	14	0,714
43665707	43765707	43715707	SIAT6	Bedouin	15	0,600
129951436	130051436	130001436	SIAT7D_F	Bedouin	18	0,444
130011436	130111436	130061436	SIAT7D_F	Bedouin	14	0,500
91028449	91128449	91078449	SIAT8B	Bedouin	22	0,455
53042681	53142681	53092681	SIAT8C	Bedouin	14	0,500
42654475	42754475	42704475	SIAT8E	Bedouin	8	0,500
42684475	42784475	42734475	SIAT8E	Bedouin	8	0,500
42714475	42814475	42764475	SIAT8E	Bedouin	7	0,571
42744475	42844475	42794475	SIAT8E	Bedouin	13	0,692
42774475	42874475	42824475	SIAT8E	Bedouin	15	0,733
42804475	42904475	42854475	SIAT8E	Bedouin	18	0,500
17844449	17944449	17894449	SIAT8F	Bedouin	2	0,500
39638604	39738604	39688604	B3GALT5	Biaka.Pygmies	15	0,467
65861040	65961040	65911040	B3GNT1	Biaka.Pygmies	8	0,625
65891040	65991040	65941040	B3GNT1	Biaka.Pygmies	6	0,667
121371370	121471370	121421370	B3GNT4	Biaka.Pygmies	2	0,500
121401370	121501370	121451370	B3GNT4	Biaka.Pygmies	4	0,500
6926187	7026187	6976187	C1GALT1	Biaka.Pygmies	4	0,500
33609383	33709383	33659383	FUT10	Biaka.Pygmies	6	0,500
33669383	33769383	33719383	FUT10	Biaka.Pygmies	8	0,500
33699383	33799383	33749383	FUT10	Biaka.Pygmies	6	0,500
33729383	33829383	33779383	FUT10	Biaka.Pygmies	5	0,600
74805452	74905452	74855452	FUT11	Biaka.Pygmies	5	0,600
74955452	75055452	75005452	FUT11	Biaka.Pygmies	2	0,500
157852879	157952879	157902879	GALNT5	Biaka.Pygmies	9	0,444
49881968	49981968	49931968	GALNT6	Biaka.Pygmies	13	0,462
70376969	70476969	70426969	OGT	Biaka.Pygmies	1	1,000
70406969	70506969	70456969	OGT	Biaka.Pygmies	2	0,500
70796969	70896969	70846969	OGT	Biaka.Pygmies	2	0,500
68921490	69021490	68971490	SIAT4B	Biaka.Pygmies	2	0,500
68951490	69051490	69001490	SIAT4B	Biaka.Pygmies	2	0,500
70077650	70177650	70127650	WBSCR17	Biaka.Pygmies	20	0,450
168012253	168112253	168062253	B3GALT1	Brahui	9	0,444
168042253	168142253	168092253	B3GALT1	Brahui	13	0,692
191112115	191212115	191162115	B3GALT2	Brahui	10	0,500
191142115	191242115	191192115	B3GALT2	Brahui	7	0,714
39608604	39708604	39658604	B3GALT5	Brahui	20	0,450
120921370	121021370	120971370	B3GNT4	Brahui	7	0,571
120951370	121051370	121001370	B3GNT4	Brahui	6	0,667
121251370	121351370	121301370	B3GNT4	Brahui	5	0,600
121281370	121381370	121331370	B3GNT4	Brahui	8	0,625
121311370	121411370	121361370	B3GNT4	Brahui	7	0,571
121341370	121441370	121391370	B3GNT4	Brahui	6	0,500
121371370	121471370	121421370	B3GNT4	Brahui	3	0,667
121401370	121501370	121451370	B3GNT4	Brahui	4	0,500
121431370	121531370	121481370	B3GNT4	Brahui	5	0,600
121491370	121591370	121541370	B3GNT4	Brahui	9	0,556
121551370	121651370	121601370	B3GNT4	Brahui	10	0,500
120043382	120143382	120093382	B4GALT4	Brahui	17	0,471
120073382	120173382	120123382	B4GALT4	Brahui	14	0,500
120103382	120203382	120153382	B4GALT4	Brahui	9	0,556
33159383	33259383	33209383	FUT10	Brahui	15	0,467
33369383	33469383	33419383	FUT10	Brahui	13	0,462
33399383	33499383	33449383	FUT10	Brahui	13	0,615
33429383	33529383	33479383	FUT10	Brahui	13	0,538
33459383	33559383	33509383	FUT10	Brahui	15	0,667
33489383	33589383	33539383	FUT10	Brahui	15	0,733
33519383	33619383	33569383	FUT10	Brahui	14	0,786
33549383	33649383	33599383	FUT10	Brahui	9	0,889
33579383	33679383	33629383	FUT10	Brahui	8	0,875
33609383	33709383	33659383	FUT10	Brahui	9	0,778
33639383	33739383	33689383	FUT10	Brahui	8	0,750
33669383	33769383	33719383	FUT10	Brahui	9	0,778
33699383	33799383	33749383	FUT10	Brahui	8	0,750
33729383	33829383	33779383	FUT10	Brahui	8	0,625
33759383	33859383	33809383	FUT10	Brahui	6	0,500
75105452	75205452	75155452	FUT11	Brahui	4	0,500
54271528	54371528	54321528	FUT1_2	Brahui	19	0,526
96263842	96363842	96313842	FUT9	Brahui	8	0,500
96293842	96393842	96343842	FUT9	Brahui	9	0,667
173333751	173433751	173383751	GALNT7_17	Brahui	13	0,462
173363751	173463751	173413751	GALNT7_17	Brahui	13	0,462
130855942	130955942	130905942	GALNT9	Brahui	11	0,636
131215942	131315942	131265942	GALNT9	Brahui	20	0,450
131245942	131345942	131295942	GALNT9	Brahui	15	0,467
68607775	68707775	68657775	GALNTL1	Brahui	6	0,500
68907775	69007775	68957775	GALNTL1	Brahui	9	0,556
10356934	10456934	10406934	GCNT2	Brahui	36	0,500
10386934	10486934	10436934	GCNT2	Brahui	37	0,459
70286969	70386969	70336969	OGT	Brahui	15	0,467
70316969	70416969	70366969	OGT	Brahui	11	0,455
69071490	69171490	69121490	SIAT4B	Brahui	10	0,500
72064592	72164592	72114592	SIAT7A_B	Brahui	20	0,450
130011436	130111436	130061436	SIAT7D_F	Brahui	14	0,500
42624475	42724475	42674475	SIAT8E	Brahui	8	0,500
42654475	42754475	42704475	SIAT8E	Brahui	5	0,600
42684475	42784475	42734475	SIAT8E	Brahui	5	0,600
42714475	42814475	42764475	SIAT8E	Brahui	4	1,000
42744475	42844475	42794475	SIAT8E	Brahui	11	0,455
191082115	191182115	191132115	B3GALT2	Burusho	13	0,462
191112115	191212115	191162115	B3GALT2	Burusho	10	0,600
191142115	191242115	191192115	B3GALT2	Burusho	7	0,714
66041040	66141040	66091040	B3GNT1	Burusho	12	0,500
66071040	66171040	66121040	B3GNT1	Burusho	11	0,545
66101040	66201040	66151040	B3GNT1	Burusho	4	0,500
121251370	121351370	121301370	B3GNT4	Burusho	6	0,500
121281370	121381370	121331370	B3GNT4	Burusho	9	0,444
121491370	121591370	121541370	B3GNT4	Burusho	10	0,500
76234680	76334680	76284680	B3GNT6	Burusho	9	0,667
76264680	76364680	76314680	B3GNT6	Burusho	7	0,714
76294680	76394680	76344680	B3GNT6	Burusho	9	0,444
33097013	33197013	33147013	B4GALT1	Burusho	24	0,500
119277737	119377737	119327737	C1GALT1C1	Burusho	16	0,563
119877737	119977737	119927737	C1GALT1C1	Burusho	4	0,500
119967737	120067737	120017737	C1GALT1C1	Burusho	11	0,455
33099383	33199383	33149383	FUT10	Burusho	8	0,500
33549383	33649383	33599383	FUT10	Burusho	9	0,556
33579383	33679383	33629383	FUT10	Burusho	8	0,750
33609383	33709383	33659383	FUT10	Burusho	9	0,889
33639383	33739383	33689383	FUT10	Burusho	8	0,875
33669383	33769383	33719383	FUT10	Burusho	9	0,889
33699383	33799383	33749383	FUT10	Burusho	8	0,750
33729383	33829383	33779383	FUT10	Burusho	8	0,625
