#window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,lower
130945942	131045942	130995942	GALNT9	Bantu	6	0,666666667
131575942	131675942	131625942	GALNT9	Bantu	13	0,615384615
68847775	68947775	68897775	GALNTL1	Bantu	20	0,6
69057775	69157775	69107775	GALNTL1	Bantu	10	0,6
69117775	69217775	69167775	GALNTL1	Bantu	11	0,636363636
69147775	69247775	69197775	GALNTL1	Bantu	12	0,666666667
69177775	69277775	69227775	GALNTL1	Bantu	12	0,666666667
10896934	10996934	10946934	GCNT2	Bantu	23	0,652173913
74049815	74149815	74099815	GCNT4	Bantu	7	0,714285714
74079815	74179815	74129815	GCNT4	Bantu	13	0,692307692
74109815	74209815	74159815	GCNT4	Bantu	12	0,666666667
74529815	74629815	74579815	GCNT4	Bantu	3	0,666666667
74679815	74779815	74729815	GCNT4	Bantu	8	0,75
70376969	70476969	70426969	OGT	Bantu	2	1
70406969	70506969	70456969	OGT	Bantu	3	1
70436969	70536969	70486969	OGT	Bantu	4	0,75
187945465	188045465	187995465	SIAT1	Bantu	23	0,608695652
99995776	100095776	100045776	SIAT10	Bantu	7	0,857142857
100025776	100125776	100075776	SIAT10	Bantu	5	0,8
134471015	134571015	134521015	SIAT4A	Bantu	32	0,6875
134501015	134601015	134551015	SIAT4A	Bantu	43	0,604651163
68771490	68871490	68821490	SIAT4B	Bantu	3	0,666666667
68801490	68901490	68851490	SIAT4B	Bantu	3	0,666666667
68831490	68931490	68881490	SIAT4B	Bantu	5	0,8
68861490	68961490	68911490	SIAT4B	Bantu	4	0,75
68891490	68991490	68941490	SIAT4B	Bantu	4	0,75
68951490	69051490	69001490	SIAT4B	Bantu	4	0,75
43635707	43735707	43685707	SIAT6	Bantu	10	0,7
44025707	44125707	44075707	SIAT6	Bantu	16	0,6875
44055707	44155707	44105707	SIAT6	Bantu	11	0,636363636
44085707	44185707	44135707	SIAT6	Bantu	11	0,818181818
44115707	44215707	44165707	SIAT6	Bantu	11	0,636363636
44145707	44245707	44195707	SIAT6	Bantu	15	0,666666667
44205707	44305707	44255707	SIAT6	Bantu	23	0,608695652
71824592	71924592	71874592	SIAT7A_B	Bantu	16	0,625
71884592	71984592	71934592	SIAT7A_B	Bantu	11	0,636363636
72214592	72314592	72264592	SIAT7A_B	Bantu	11	0,636363636
75927338	76027338	75977338	SIAT7C_E	Bantu	15	0,6
76407338	76507338	76457338	SIAT7C_E	Bantu	23	0,652173913
76977338	77077338	77027338	SIAT7C_E	Bantu	16	0,625
77577338	77677338	77627338	SIAT7C_E	Bantu	43	0,604651163
129411436	129511436	129461436	SIAT7D_F	Bantu	10	0,6
22007968	22107968	22057968	SIAT8A	Bantu	15	0,6
22517968	22617968	22567968	SIAT8A	Bantu	10	0,6
53012681	53112681	53062681	SIAT8C	Bantu	20	0,65
53042681	53142681	53092681	SIAT8C	Bantu	17	0,647058824
53402681	53502681	53452681	SIAT8C	Bantu	22	0,636363636
99770916	99870916	99820916	SIAT8D	Bantu	6	0,666666667
99800916	99900916	99850916	SIAT8D	Bantu	7	0,714285714
100130916	100230916	100180916	SIAT8D	Bantu	14	0,714285714
100310916	100410916	100360916	SIAT8D	Bantu	10	0,6
100370916	100470916	100420916	SIAT8D	Bantu	8	0,625
42684475	42784475	42734475	SIAT8E	Bantu	8	0,625
42864475	42964475	42914475	SIAT8E	Bantu	10	0,6
42894475	42994475	42944475	SIAT8E	Bantu	9	0,777777778
17724449	17824449	17774449	SIAT8F	Bantu	20	0,65
17754449	17854449	17804449	SIAT8F	Bantu	15	0,6
17784449	17884449	17834449	SIAT8F	Bantu	10	0,6
85582499	85682499	85632499	SIAT9	Bantu	23	0,608695652
85612499	85712499	85662499	SIAT9	Bantu	20	0,6
85642499	85742499	85692499	SIAT9	Bantu	18	0,666666667
86062499	86162499	86112499	SIAT9	Bantu	10	0,6
86152499	86252499	86202499	SIAT9	Bantu	16	0,625
86212499	86312499	86262499	SIAT9	Bantu	19	0,684210526
86242499	86342499	86292499	SIAT9	Bantu	20	0,6
86272499	86372499	86322499	SIAT9	Bantu	23	0,608695652
65711040	65811040	65761040	B3GNT1	Basque	6	0,666666667
62030589	62130589	62080589	B3GNT2	Basque	8	0,625
33217013	33317013	33267013	B4GALT1	Basque	11	0,727272727
33247013	33347013	33297013	B4GALT1	Basque	8	0,75
33277013	33377013	33327013	B4GALT1	Basque	8	0,625
120103382	120203382	120153382	B4GALT4	Basque	13	0,692307692
120283382	120383382	120333382	B4GALT4	Basque	18	0,611111111
120313382	120413382	120363382	B4GALT4	Basque	27	0,62962963
33279383	33379383	33329383	FUT10	Basque	10	0,7
30192171	30292171	30242171	FUT12	Basque	10	0,6
30552171	30652171	30602171	FUT12	Basque	13	0,692307692
53641528	53741528	53691528	FUT1_2	Basque	4	0,75
64968701	65068701	65018701	FUT8	Basque	9	0,666666667
64998701	65098701	65048701	FUT8	Basque	10	0,7
65028701	65128701	65078701	FUT8	Basque	10	0,6
65058701	65158701	65108701	FUT8	Basque	15	0,6
65118701	65218701	65168701	FUT8	Basque	13	0,615384615
65178701	65278701	65228701	FUT8	Basque	8	0,625
31750883	31850883	31800883	GALNT1	Basque	5	0,6
31780883	31880883	31830883	GALNT1	Basque	8	0,625
154055529	154155529	154105529	GALNT10	Basque	12	0,666666667
228370183	228470183	228420183	GALNT2	Basque	23	0,695652174
228400183	228500183	228450183	GALNT2	Basque	42	0,619047619
228730183	228830183	228780183	GALNT2	Basque	33	0,666666667
228760183	228860183	228810183	GALNT2	Basque	33	0,696969697
88068598	88168598	88118598	GALNT4	Basque	13	0,615384615
88548598	88648598	88598598	GALNT4	Basque	11	0,636363636
50361968	50461968	50411968	GALNT6	Basque	16	0,6875
50391968	50491968	50441968	GALNT6	Basque	13	0,692307692
172613751	172713751	172663751	GALNT7_17	Basque	13	0,615384615
130975942	131075942	131025942	GALNT9	Basque	6	0,666666667
131005942	131105942	131055942	GALNT9	Basque	3	0,666666667
68997775	69097775	69047775	GALNTL1	Basque	20	0,6
74109815	74209815	74159815	GCNT4	Basque	10	0,6
74409815	74509815	74459815	GCNT4	Basque	11	0,636363636
74439815	74539815	74489815	GCNT4	Basque	10	0,7
70376969	70476969	70426969	OGT	Basque	1	1
70406969	70506969	70456969	OGT	Basque	2	1
70436969	70536969	70486969	OGT	Basque	3	1
70466969	70566969	70516969	OGT	Basque	2	1
70496969	70596969	70546969	OGT	Basque	1	1
70526969	70626969	70576969	OGT	Basque	1	1
70556969	70656969	70606969	OGT	Basque	1	1
70586969	70686969	70636969	OGT	Basque	3	0,666666667
99965776	100065776	100015776	SIAT10	Basque	11	0,636363636
99995776	100095776	100045776	SIAT10	Basque	9	0,666666667
100025776	100125776	100075776	SIAT10	Basque	5	0,8
100055776	100155776	100105776	SIAT10	Basque	8	0,625
68831490	68931490	68881490	SIAT4B	Basque	3	0,666666667
68861490	68961490	68911490	SIAT4B	Basque	4	0,75
68891490	68991490	68941490	SIAT4B	Basque	5	0,6
44115707	44215707	44165707	SIAT6	Basque	11	0,636363636
44145707	44245707	44195707	SIAT6	Basque	14	0,642857143
129681436	129781436	129731436	SIAT7D_F	Basque	12	0,666666667
129711436	129811436	129761436	SIAT7D_F	Basque	13	0,615384615
191172115	191272115	191222115	B3GALT2	Bedouin	9	0,777777778
191202115	191302115	191252115	B3GALT2	Bedouin	7	0,714285714
191292115	191392115	191342115	B3GALT2	Bedouin	3	0,666666667
39458604	39558604	39508604	B3GALT5	Bedouin	13	0,615384615
39488604	39588604	39538604	B3GALT5	Bedouin	11	0,636363636
62030589	62130589	62080589	B3GNT2	Bedouin	9	0,666666667
62060589	62160589	62110589	B3GNT2	Bedouin	7	0,714285714
62090589	62190589	62140589	B3GNT2	Bedouin	5	0,6
32917013	33017013	32967013	B4GALT1	Bedouin	28	0,607142857
32977013	33077013	33027013	B4GALT1	Bedouin	34	0,617647059
33277013	33377013	33327013	B4GALT1	Bedouin	11	0,636363636
159581585	159681585	159631585	B4GALT3	Bedouin	10	0,6
120403382	120503382	120453382	B4GALT4	Bedouin	26	0,615384615
120433382	120533382	120483382	B4GALT4	Bedouin	21	0,619047619
119487737	119587737	119537737	C1GALT1C1	Bedouin	5	0,6
32979383	33079383	33029383	FUT10	Bedouin	11	0,636363636
74925452	75025452	74975452	FUT11	Bedouin	4	0,75
30072171	30172171	30122171	FUT12	Bedouin	12	0,75
30102171	30202171	30152171	FUT12	Bedouin	13	0,692307692
30132171	30232171	30182171	FUT12	Bedouin	11	0,727272727
30162171	30262171	30212171	FUT12	Bedouin	10	0,7
30192171	30292171	30242171	FUT12	Bedouin	10	0,8
30252171	30352171	30302171	FUT12	Bedouin	8	0,625
30372171	30472171	30422171	FUT12	Bedouin	3	0,666666667
30402171	30502171	30452171	FUT12	Bedouin	3	1
30432171	30532171	30482171	FUT12	Bedouin	3	0,666666667
30522171	30622171	30572171	FUT12	Bedouin	17	0,647058824
30552171	30652171	30602171	FUT12	Bedouin	13	0,615384615
30582171	30682171	30632171	FUT12	Bedouin	15	0,666666667
30612171	30712171	30662171	FUT12	Bedouin	14	0,642857143
53641528	53741528	53691528	FUT1_2	Bedouin	5	0,6
53791528	53891528	53841528	FUT1_2	Bedouin	12	0,666666667
64998701	65098701	65048701	FUT8	Bedouin	10	0,7
65178701	65278701	65228701	FUT8	Bedouin	8	0,625
96833842	96933842	96883842	FUT9	Bedouin	16	0,6875
96863842	96963842	96913842	FUT9	Bedouin	16	0,6875
154055529	154155529	154105529	GALNT10	Bedouin	13	0,615384615
151394698	151494698	151444698	GALNT11_15	Bedouin	8	0,75
151424698	151524698	151474698	GALNT11_15	Bedouin	8	0,625
151514698	151614698	151564698	GALNT11_15	Bedouin	3	0,666666667
100422055	100522055	100472055	GALNT12	Bedouin	25	0,64
100812055	100912055	100862055	GALNT12	Bedouin	28	0,642857143
100842055	100942055	100892055	GALNT12	Bedouin	21	0,619047619
30596900	30696900	30646900	GALNT14	Bedouin	14	0,642857143
11756012	11856012	11806012	GALNT18	Bedouin	30	0,633333333
11786012	11886012	11836012	GALNT18	Bedouin	21	0,619047619
228160183	228260183	228210183	GALNT2	Bedouin	21	0,666666667
228190183	228290183	228240183	GALNT2	Bedouin	20	0,65
88038598	88138598	88088598	GALNT4	Bedouin	15	0,666666667
88068598	88168598	88118598	GALNT4	Bedouin	14	0,642857143
88098598	88198598	88148598	GALNT4	Bedouin	19	0,736842105
88608598	88708598	88658598	GALNT4	Bedouin	10	0,6
88638598	88738598	88688598	GALNT4	Bedouin	11	0,636363636
88758598	88858598	88808598	GALNT4	Bedouin	18	0,611111111
157432879	157532879	157482879	GALNT5	Bedouin	15	0,666666667
173783751	173883751	173833751	GALNT7_17	Bedouin	16	0,625
130945942	131045942	130995942	GALNT9	Bedouin	8	0,625
130975942	131075942	131025942	GALNT9	Bedouin	7	0,714285714
131005942	131105942	131055942	GALNT9	Bedouin	4	0,75
131425942	131525942	131475942	GALNT9	Bedouin	1	1
68577775	68677775	68627775	GALNTL1	Bedouin	12	0,666666667
68997775	69097775	69047775	GALNTL1	Bedouin	21	0,619047619
69057775	69157775	69107775	GALNTL1	Bedouin	10	0,7
74109815	74209815	74159815	GCNT4	Bedouin	11	0,636363636
74379815	74479815	74429815	GCNT4	Bedouin	9	0,666666667
74409815	74509815	74459815	GCNT4	Bedouin	11	0,636363636
74439815	74539815	74489815	GCNT4	Bedouin	11	0,727272727
70376969	70476969	70426969	OGT	Bedouin	2	1
70406969	70506969	70456969	OGT	Bedouin	3	1
70436969	70536969	70486969	OGT	Bedouin	4	1
70466969	70566969	70516969	OGT	Bedouin	2	1
70496969	70596969	70546969	OGT	Bedouin	1	1
70526969	70626969	70576969	OGT	Bedouin	1	1
70556969	70656969	70606969	OGT	Bedouin	1	1
70676969	70776969	70726969	OGT	Bedouin	3	0,666666667
70706969	70806969	70756969	OGT	Bedouin	4	0,75
70736969	70836969	70786969	OGT	Bedouin	5	0,6
70766969	70866969	70816969	OGT	Bedouin	3	0,666666667
188605465	188705465	188655465	SIAT1	Bedouin	15	0,6
68801490	68901490	68851490	SIAT4B	Bedouin	3	0,666666667
68831490	68931490	68881490	SIAT4B	Bedouin	5	0,8
68861490	68961490	68911490	SIAT4B	Bedouin	6	0,666666667
68981490	69081490	69031490	SIAT4B	Bedouin	5	0,6
76197338	76297338	76247338	SIAT7C_E	Bedouin	31	0,612903226
22427968	22527968	22477968	SIAT8A	Bedouin	9	0,666666667
22457968	22557968	22507968	SIAT8A	Bedouin	11	0,636363636
22487968	22587968	22537968	SIAT8A	Bedouin	11	0,636363636
168162253	168262253	168212253	B3GALT1	Biaka.Pygmies	35	0,6
168462253	168562253	168512253	B3GALT1	Biaka.Pygmies	20	0,6
168522253	168622253	168572253	B3GALT1	Biaka.Pygmies	18	0,666666667
168552253	168652253	168602253	B3GALT1	Biaka.Pygmies	17	0,647058824
191202115	191302115	191252115	B3GALT2	Biaka.Pygmies	5	0,6
191262115	191362115	191312115	B3GALT2	Biaka.Pygmies	3	0,666666667
39458604	39558604	39508604	B3GALT5	Biaka.Pygmies	11	0,727272727
39488604	39588604	39538604	B3GALT5	Biaka.Pygmies	9	0,777777778
39518604	39618604	39568604	B3GALT5	Biaka.Pygmies	7	0,714285714
39548604	39648604	39598604	B3GALT5	Biaka.Pygmies	11	0,636363636
65471040	65571040	65521040	B3GNT1	Biaka.Pygmies	15	0,6
65501040	65601040	65551040	B3GNT1	Biaka.Pygmies	16	0,625
65531040	65631040	65581040	B3GNT1	Biaka.Pygmies	12	0,666666667
65651040	65751040	65701040	B3GNT1	Biaka.Pygmies	8	0,625
65681040	65781040	65731040	B3GNT1	Biaka.Pygmies	7	0,857142857
65711040	65811040	65761040	B3GNT1	Biaka.Pygmies	6	0,833333333
65741040	65841040	65791040	B3GNT1	Biaka.Pygmies	9	0,666666667
66011040	66111040	66061040	B3GNT1	Biaka.Pygmies	15	0,6
66041040	66141040	66091040	B3GNT1	Biaka.Pygmies	9	0,777777778
66071040	66171040	66121040	B3GNT1	Biaka.Pygmies	9	0,777777778
66101040	66201040	66151040	B3GNT1	Biaka.Pygmies	3	0,666666667
61910589	62010589	61960589	B3GNT2	Biaka.Pygmies	10	0,6
62000589	62100589	62050589	B3GNT2	Biaka.Pygmies	8	0,625
62030589	62130589	62080589	B3GNT2	Biaka.Pygmies	8	0,75
62060589	62160589	62110589	B3GNT2	Biaka.Pygmies	6	0,833333333
62090589	62190589	62140589	B3GNT2	Biaka.Pygmies	4	1
62120589	62220589	62170589	B3GNT2	Biaka.Pygmies	3	0,666666667
62180589	62280589	62230589	B3GNT2	Biaka.Pygmies	9	0,666666667
17877176	17977176	17927176	B3GNT3	Biaka.Pygmies	18	0,666666667
18087176	18187176	18137176	B3GNT3	Biaka.Pygmies	15	0,6
120921370	121021370	120971370	B3GNT4	Biaka.Pygmies	5	0,6
121101370	121201370	121151370	B3GNT4	Biaka.Pygmies	5	0,6
121461370	121561370	121511370	B3GNT4	Biaka.Pygmies	6	0,666666667
121491370	121591370	121541370	B3GNT4	Biaka.Pygmies	8	0,625
121521370	121621370	121571370	B3GNT4	Biaka.Pygmies	8	0,625
121581370	121681370	121631370	B3GNT4	Biaka.Pygmies	4	0,75
184182970	184282970	184232970	B3GNT5	Biaka.Pygmies	12	0,666666667
184212970	184312970	184262970	B3GNT5	Biaka.Pygmies	13	0,692307692
76204680	76304680	76254680	B3GNT6	Biaka.Pygmies	12	0,666666667
76234680	76334680	76284680	B3GNT6	Biaka.Pygmies	10	0,8
