# window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,lower
39878604	39978604	39928604	B3GALT5	Adygei	39	0.230769231
39908604	40008604	39958604	B3GALT5	Adygei	36	0.138888889
39938604	40038604	39988604	B3GALT5	Adygei	35	0.142857143
39968604	40068604	40018604	B3GALT5	Adygei	34	0.205882353
39998604	40098604	40048604	B3GALT5	Adygei	32	0.25
40028604	40128604	40078604	B3GALT5	Adygei	29	0.24137931
40058604	40158604	40108604	B3GALT5	Adygei	32	0.125
40088604	40188604	40138604	B3GALT5	Adygei	32	0.1875
40118604	40218604	40168604	B3GALT5	Adygei	49	0.285714286
40148604	40248604	40198604	B3GALT5	Adygei	48	0.291666667
40178604	40278604	40228604	B3GALT5	Adygei	51	0.294117647
40208604	40308604	40258604	B3GALT5	Adygei	42	0.19047619
40238604	40338604	40288604	B3GALT5	Adygei	39	0.179487179
40268604	40368604	40318604	B3GALT5	Adygei	34	0.205882353
65471040	65571040	65521040	B3GNT1	Adygei	14	0.285714286
65501040	65601040	65551040	B3GNT1	Adygei	16	0.25
65531040	65631040	65581040	B3GNT1	Adygei	12	0.25
65561040	65661040	65611040	B3GNT1	Adygei	10	0
65591040	65691040	65641040	B3GNT1	Adygei	9	0
65621040	65721040	65671040	B3GNT1	Adygei	9	0
65651040	65751040	65701040	B3GNT1	Adygei	8	0
65681040	65781040	65731040	B3GNT1	Adygei	7	0.142857143
65711040	65811040	65761040	B3GNT1	Adygei	6	0.333333333
65741040	65841040	65791040	B3GNT1	Adygei	10	0.2
65771040	65871040	65821040	B3GNT1	Adygei	8	0.125
65801040	65901040	65851040	B3GNT1	Adygei	8	0
65831040	65931040	65881040	B3GNT1	Adygei	5	0
65861040	65961040	65911040	B3GNT1	Adygei	7	0.142857143
65891040	65991040	65941040	B3GNT1	Adygei	6	0.166666667
65921040	66021040	65971040	B3GNT1	Adygei	9	0.333333333
65951040	66051040	66001040	B3GNT1	Adygei	12	0.416666667
65981040	66081040	66031040	B3GNT1	Adygei	14	0.5
66011040	66111040	66061040	B3GNT1	Adygei	19	0.368421053
66041040	66141040	66091040	B3GNT1	Adygei	12	0.25
66071040	66171040	66121040	B3GNT1	Adygei	10	0.1
66101040	66201040	66151040	B3GNT1	Adygei	3	0
66131040	66231040	66181040	B3GNT1	Adygei	2	0
66161040	66261040	66211040	B3GNT1	Adygei	3	0.333333333
61880589	61980589	61930589	B3GNT2	Adygei	16	0.1875
61910589	62010589	61960589	B3GNT2	Adygei	11	0.090909091
61940589	62040589	61990589	B3GNT2	Adygei	8	0.125
61970589	62070589	62020589	B3GNT2	Adygei	7	0.428571429
62000589	62100589	62050589	B3GNT2	Adygei	7	0.714285714
62030589	62130589	62080589	B3GNT2	Adygei	8	0.875
62060589	62160589	62110589	B3GNT2	Adygei	6	0.833333333
62090589	62190589	62140589	B3GNT2	Adygei	5	0.8
62120589	62220589	62170589	B3GNT2	Adygei	4	0.5
62150589	62250589	62200589	B3GNT2	Adygei	6	0
62180589	62280589	62230589	B3GNT2	Adygei	7	0.142857143
62210589	62310589	62260589	B3GNT2	Adygei	12	0.25
62240589	62340589	62290589	B3GNT2	Adygei	13	0.384615385
62270589	62370589	62320589	B3GNT2	Adygei	16	0.375
62300589	62400589	62350589	B3GNT2	Adygei	18	0.277777778
62330589	62430589	62380589	B3GNT2	Adygei	16	0.1875
62360589	62460589	62410589	B3GNT2	Adygei	16	0.0625
62390589	62490589	62440589	B3GNT2	Adygei	14	0
62420589	62520589	62470589	B3GNT2	Adygei	17	0.058823529
62450589	62550589	62500589	B3GNT2	Adygei	22	0.181818182
62480589	62580589	62530589	B3GNT2	Adygei	24	0.291666667
62510589	62610589	62560589	B3GNT2	Adygei	26	0.346153846
62540589	62640589	62590589	B3GNT2	Adygei	23	0.434782609
62570589	62670589	62620589	B3GNT2	Adygei	23	0.434782609
62600589	62700589	62650589	B3GNT2	Adygei	25	0.44
17367176	17467176	17417176	B3GNT3	Adygei	18	0.388888889
17397176	17497176	17447176	B3GNT3	Adygei	20	0.4
17427176	17527176	17477176	B3GNT3	Adygei	18	0.444444444
17457176	17557176	17507176	B3GNT3	Adygei	14	0.357142857
17487176	17587176	17537176	B3GNT3	Adygei	14	0.285714286
17517176	17617176	17567176	B3GNT3	Adygei	15	0.266666667
17547176	17647176	17597176	B3GNT3	Adygei	25	0.28
17577176	17677176	17627176	B3GNT3	Adygei	24	0.375
17607176	17707176	17657176	B3GNT3	Adygei	25	0.36
17637176	17737176	17687176	B3GNT3	Adygei	19	0.263157895
17667176	17767176	17717176	B3GNT3	Adygei	18	0.166666667
17697176	17797176	17747176	B3GNT3	Adygei	19	0.157894737
17727176	17827176	17777176	B3GNT3	Adygei	23	0.217391304
17757176	17857176	17807176	B3GNT3	Adygei	19	0.263157895
17787176	17887176	17837176	B3GNT3	Adygei	19	0.368421053
17817176	17917176	17867176	B3GNT3	Adygei	20	0.35
17847176	17947176	17897176	B3GNT3	Adygei	17	0.352941176
17877176	17977176	17927176	B3GNT3	Adygei	19	0.315789474
17907176	18007176	17957176	B3GNT3	Adygei	18	0.222222222
17937176	18037176	17987176	B3GNT3	Adygei	17	0.176470588
17967176	18067176	18017176	B3GNT3	Adygei	18	0.166666667
17997176	18097176	18047176	B3GNT3	Adygei	18	0.222222222
18027176	18127176	18077176	B3GNT3	Adygei	16	0.1875
18057176	18157176	18107176	B3GNT3	Adygei	11	0.181818182
18087176	18187176	18137176	B3GNT3	Adygei	13	0.153846154
120861370	120961370	120911370	B3GNT4	Adygei	10	0.3
120891370	120991370	120941370	B3GNT4	Adygei	7	0.142857143
120921370	121021370	120971370	B3GNT4	Adygei	5	0.2
120951370	121051370	121001370	B3GNT4	Adygei	4	0.25
120981370	121081370	121031370	B3GNT4	Adygei	0	NA
121011370	121111370	121061370	B3GNT4	Adygei	0	NA
121041370	121141370	121091370	B3GNT4	Adygei	0	NA
121071370	121171370	121121370	B3GNT4	Adygei	0	NA
121101370	121201370	121151370	B3GNT4	Adygei	5	0.4
121131370	121231370	121181370	B3GNT4	Adygei	10	0.3
121161370	121261370	121211370	B3GNT4	Adygei	16	0.25
121191370	121291370	121241370	B3GNT4	Adygei	15	0.2
121221370	121321370	121271370	B3GNT4	Adygei	11	0.181818182
121251370	121351370	121301370	B3GNT4	Adygei	6	0.166666667
121281370	121381370	121331370	B3GNT4	Adygei	9	0.222222222
121311370	121411370	121361370	B3GNT4	Adygei	8	0.25
121341370	121441370	121391370	B3GNT4	Adygei	7	0.285714286
121371370	121471370	121421370	B3GNT4	Adygei	3	0.333333333
121401370	121501370	121451370	B3GNT4	Adygei	3	0.333333333
121431370	121531370	121481370	B3GNT4	Adygei	4	0.25
121461370	121561370	121511370	B3GNT4	Adygei	6	0.333333333
121491370	121591370	121541370	B3GNT4	Adygei	8	0.25
121521370	121621370	121571370	B3GNT4	Adygei	9	0.444444444
121551370	121651370	121601370	B3GNT4	Adygei	7	0.428571429
121581370	121681370	121631370	B3GNT4	Adygei	4	0.5
184062970	184162970	184112970	B3GNT5	Adygei	12	0.333333333
184092970	184192970	184142970	B3GNT5	Adygei	11	0.272727273
184122970	184222970	184172970	B3GNT5	Adygei	14	0.357142857
184152970	184252970	184202970	B3GNT5	Adygei	11	0.181818182
184182970	184282970	184232970	B3GNT5	Adygei	14	0.357142857
184212970	184312970	184262970	B3GNT5	Adygei	14	0.428571429
184242970	184342970	184292970	B3GNT5	Adygei	18	0.388888889
184272970	184372970	184322970	B3GNT5	Adygei	24	0.291666667
184302970	184402970	184352970	B3GNT5	Adygei	22	0.318181818
184332970	184432970	184382970	B3GNT5	Adygei	21	0.19047619
184362970	184462970	184412970	B3GNT5	Adygei	15	0.266666667
184392970	184492970	184442970	B3GNT5	Adygei	16	0.1875
184422970	184522970	184472970	B3GNT5	Adygei	22	0.227272727
184452970	184552970	184502970	B3GNT5	Adygei	20	0.3
184482970	184582970	184532970	B3GNT5	Adygei	26	0.384615385
184512970	184612970	184562970	B3GNT5	Adygei	28	0.428571429
184542970	184642970	184592970	B3GNT5	Adygei	24	0.416666667
184572970	184672970	184622970	B3GNT5	Adygei	23	0.304347826
184602970	184702970	184652970	B3GNT5	Adygei	27	0.333333333
184632970	184732970	184682970	B3GNT5	Adygei	29	0.310344828
184662970	184762970	184712970	B3GNT5	Adygei	29	0.344827586
184692970	184792970	184742970	B3GNT5	Adygei	20	0.15
184722970	184822970	184772970	B3GNT5	Adygei	21	0.238095238
184752970	184852970	184802970	B3GNT5	Adygei	21	0.238095238
184782970	184882970	184832970	B3GNT5	Adygei	17	0.352941176
76024680	76124680	76074680	B3GNT6	Adygei	41	0.365853659
76054680	76154680	76104680	B3GNT6	Adygei	32	0.34375
76084680	76184680	76134680	B3GNT6	Adygei	32	0.375
76114680	76214680	76164680	B3GNT6	Adygei	22	0.272727273
76144680	76244680	76194680	B3GNT6	Adygei	21	0.285714286
76174680	76274680	76224680	B3GNT6	Adygei	15	0.333333333
76204680	76304680	76254680	B3GNT6	Adygei	12	0.333333333
76234680	76334680	76284680	B3GNT6	Adygei	8	0.125
76264680	76364680	76314680	B3GNT6	Adygei	5	0
76294680	76394680	76344680	B3GNT6	Adygei	6	0
76324680	76424680	76374680	B3GNT6	Adygei	5	0
76354680	76454680	76404680	B3GNT6	Adygei	10	0.1
76384680	76484680	76434680	B3GNT6	Adygei	15	0.066666667
76414680	76514680	76464680	B3GNT6	Adygei	18	0.166666667
76444680	76544680	76494680	B3GNT6	Adygei	20	0.2
76474680	76574680	76524680	B3GNT6	Adygei	24	0.375
76504680	76604680	76554680	B3GNT6	Adygei	29	0.275862069
76534680	76634680	76584680	B3GNT6	Adygei	24	0.25
76564680	76664680	76614680	B3GNT6	Adygei	21	0.142857143
76594680	76694680	76644680	B3GNT6	Adygei	19	0.105263158
76624680	76724680	76674680	B3GNT6	Adygei	11	0.181818182
76654680	76754680	76704680	B3GNT6	Adygei	9	0.111111111
76684680	76784680	76734680	B3GNT6	Adygei	9	0.222222222
76714680	76814680	76764680	B3GNT6	Adygei	7	0.285714286
76744680	76844680	76794680	B3GNT6	Adygei	6	0.333333333
32707013	32807013	32757013	B4GALT1	Adygei	38	0.263157895
32737013	32837013	32787013	B4GALT1	Adygei	27	0.296296296
32767013	32867013	32817013	B4GALT1	Adygei	28	0.25
32797013	32897013	32847013	B4GALT1	Adygei	32	0.21875
32827013	32927013	32877013	B4GALT1	Adygei	30	0.333333333
32857013	32957013	32907013	B4GALT1	Adygei	27	0.37037037
32887013	32987013	32937013	B4GALT1	Adygei	18	0.5
32917013	33017013	32967013	B4GALT1	Adygei	26	0.576923077
32947013	33047013	32997013	B4GALT1	Adygei	30	0.566666667
32977013	33077013	33027013	B4GALT1	Adygei	32	0.59375
33007013	33107013	33057013	B4GALT1	Adygei	35	0.428571429
33037013	33137013	33087013	B4GALT1	Adygei	29	0.275862069
33067013	33167013	33117013	B4GALT1	Adygei	26	0.192307692
33097013	33197013	33147013	B4GALT1	Adygei	22	0.227272727
33127013	33227013	33177013	B4GALT1	Adygei	24	0.291666667
33157013	33257013	33207013	B4GALT1	Adygei	23	0.391304348
33187013	33287013	33237013	B4GALT1	Adygei	21	0.476190476
33217013	33317013	33267013	B4GALT1	Adygei	11	0.818181818
33247013	33347013	33297013	B4GALT1	Adygei	7	0.714285714
33277013	33377013	33327013	B4GALT1	Adygei	6	0.5
33307013	33407013	33357013	B4GALT1	Adygei	11	0.454545455
33337013	33437013	33387013	B4GALT1	Adygei	21	0.333333333
33367013	33467013	33417013	B4GALT1	Adygei	30	0.366666667
33397013	33497013	33447013	B4GALT1	Adygei	28	0.357142857
33427013	33527013	33477013	B4GALT1	Adygei	20	0.4
159011585	159111585	159061585	B4GALT3	Adygei	23	0.086956522
159041585	159141585	159091585	B4GALT3	Adygei	24	0.083333333
159071585	159171585	159121585	B4GALT3	Adygei	21	0.095238095
159101585	159201585	159151585	B4GALT3	Adygei	20	0.15
159131585	159231585	159181585	B4GALT3	Adygei	15	0.2
159161585	159261585	159211585	B4GALT3	Adygei	19	0.157894737
159191585	159291585	159241585	B4GALT3	Adygei	17	0.235294118
159221585	159321585	159271585	B4GALT3	Adygei	16	0.0625
159251585	159351585	159301585	B4GALT3	Adygei	13	0.076923077
159281585	159381585	159331585	B4GALT3	Adygei	9	0
159311585	159411585	159361585	B4GALT3	Adygei	7	0
159341585	159441585	159391585	B4GALT3	Adygei	7	0.142857143
159371585	159471585	159421585	B4GALT3	Adygei	20	0.25
159401585	159501585	159451585	B4GALT3	Adygei	27	0.333333333
159431585	159531585	159481585	B4GALT3	Adygei	32	0.34375
159461585	159561585	159511585	B4GALT3	Adygei	31	0.322580645
159491585	159591585	159541585	B4GALT3	Adygei	26	0.346153846
159521585	159621585	159571585	B4GALT3	Adygei	16	0.375
159551585	159651585	159601585	B4GALT3	Adygei	9	0.444444444
159581585	159681585	159631585	B4GALT3	Adygei	8	0.5
159611585	159711585	159661585	B4GALT3	Adygei	7	0.571428571
159641585	159741585	159691585	B4GALT3	Adygei	8	0.375
159671585	159771585	159721585	B4GALT3	Adygei	11	0.363636364
159701585	159801585	159751585	B4GALT3	Adygei	14	0.357142857
120013382	120113382	120063382	B4GALT4	Adygei	23	0.434782609
120043382	120143382	120093382	B4GALT4	Adygei	20	0.5
120073382	120173382	120123382	B4GALT4	Adygei	17	0.529411765
120103382	120203382	120153382	B4GALT4	Adygei	13	0.615384615
120133382	120233382	120183382	B4GALT4	Adygei	12	0.5
120163382	120263382	120213382	B4GALT4	Adygei	10	0.5
120193382	120293382	120243382	B4GALT4	Adygei	13	0.153846154
120223382	120323382	120273382	B4GALT4	Adygei	13	0.076923077
120253382	120353382	120303382	B4GALT4	Adygei	13	0.307692308
120283382	120383382	120333382	B4GALT4	Adygei	18	0.5
120313382	120413382	120363382	B4GALT4	Adygei	27	0.481481481
120343382	120443382	120393382	B4GALT4	Adygei	33	0.424242424
120373382	120473382	120423382	B4GALT4	Adygei	32	0.40625
120403382	120503382	120453382	B4GALT4	Adygei	23	0.52173913
120433382	120533382	120483382	B4GALT4	Adygei	21	0.571428571
120463382	120563382	120513382	B4GALT4	Adygei	23	0.434782609
120493382	120593382	120543382	B4GALT4	Adygei	22	0.272727273
120523382	120623382	120573382	B4GALT4	Adygei	31	0.225806452
120553382	120653382	120603382	B4GALT4	Adygei	32	0.28125
120583382	120683382	120633382	B4GALT4	Adygei	26	0.346153846
120613382	120713382	120663382	B4GALT4	Adygei	21	0.428571429
120643382	120743382	120693382	B4GALT4	Adygei	19	0.421052632
120673382	120773382	120723382	B4GALT4	Adygei	32	0.34375
120703382	120803382	120753382	B4GALT4	Adygei	33	0.333333333
120733382	120833382	120783382	B4GALT4	Adygei	35	0.2
120763382	120863382	120813382	B4GALT4	Adygei	19	0.210526316
6896187	6996187	6946187	C1GALT1	Adygei	4	0
6926187	7026187	6976187	C1GALT1	Adygei	5	0.2
6956187	7056187	7006187	C1GALT1	Adygei	11	0.363636364
6986187	7086187	7036187	C1GALT1	Adygei	16	0.375
7016187	7116187	7066187	C1GALT1	Adygei	21	0.285714286
7046187	7146187	7096187	C1GALT1	Adygei	23	0.304347826
7076187	7176187	7126187	C1GALT1	Adygei	29	0.379310345
7106187	7206187	7156187	C1GALT1	Adygei	25	0.48
7136187	7236187	7186187	C1GALT1	Adygei	29	0.448275862
7166187	7266187	7216187	C1GALT1	Adygei	28	0.357142857
7196187	7296187	7246187	C1GALT1	Adygei	48	0.354166667
7226187	7326187	7276187	C1GALT1	Adygei	60	0.316666667
7256187	7356187	7306187	C1GALT1	Adygei	62	0.290322581
7286187	7386187	7336187	C1GALT1	Adygei	36	0.277777778
7316187	7416187	7366187	C1GALT1	Adygei	27	0.37037037
7346187	7446187	7396187	C1GALT1	Adygei	22	0.5
7376187	7476187	7426187	C1GALT1	Adygei	21	0.523809524
7406187	7506187	7456187	C1GALT1	Adygei	21	0.476190476
7436187	7536187	7486187	C1GALT1	Adygei	23	0.47826087
7466187	7566187	7516187	C1GALT1	Adygei	19	0.421052632
7496187	7596187	7546187	C1GALT1	Adygei	22	0.318181818
7526187	7626187	7576187	C1GALT1	Adygei	19	0.315789474
7556187	7656187	7606187	C1GALT1	Adygei	30	0.333333333
119247737	119347737	119297737	C1GALT1C1	Adygei	12	0.083333333
119277737	119377737	119327737	C1GALT1C1	Adygei	14	0.142857143
119307737	119407737	119357737	C1GALT1C1	Adygei	14	0.071428571
119337737	119437737	119387737	C1GALT1C1	Adygei	17	0.235294118
119367737	119467737	119417737	C1GALT1C1	Adygei	17	0.294117647
119397737	119497737	119447737	C1GALT1C1	Adygei	14	0.5
119427737	119527737	119477737	C1GALT1C1	Adygei	9	0.555555556
119457737	119557737	119507737	C1GALT1C1	Adygei	6	0.5
119487737	119587737	119537737	C1GALT1C1	Adygei	4	0.5
119517737	119617737	119567737	C1GALT1C1	Adygei	6	0.166666667
119547737	119647737	119597737	C1GALT1C1	Adygei	8	0.125
119577737	119677737	119627737	C1GALT1C1	Adygei	8	0.125
119607737	119707737	119657737	C1GALT1C1	Adygei	12	0.083333333
119637737	119737737	119687737	C1GALT1C1	Adygei	14	0.071428571
119667737	119767737	119717737	C1GALT1C1	Adygei	22	0.136363636
119697737	119797737	119747737	C1GALT1C1	Adygei	22	0.136363636
119727737	119827737	119777737	C1GALT1C1	Adygei	26	0.230769231
119757737	119857737	119807737	C1GALT1C1	Adygei	24	0.291666667
119787737	119887737	119837737	C1GALT1C1	Adygei	16	0.3125
119817737	119917737	119867737	C1GALT1C1	Adygei	6	0.333333333
119847737	119947737	119897737	C1GALT1C1	Adygei	2	0
119877737	119977737	119927737	C1GALT1C1	Adygei	4	0.25
119907737	120007737	119957737	C1GALT1C1	Adygei	8	0.25
119937737	120037737	119987737	C1GALT1C1	Adygei	12	0.333333333
119967737	120067737	120017737	C1GALT1C1	Adygei	11	0.272727273
32979383	33079383	33029383	FUT10	Adygei	8	0.375
33009383	33109383	33059383	FUT10	Adygei	7	0.285714286
33039383	33139383	33089383	FUT10	Adygei	6	0.166666667
33069383	33169383	33119383	FUT10	Adygei	5	0
33099383	33199383	33149383	FUT10	Adygei	8	0
33129383	33229383	33179383	FUT10	Adygei	8	0
33159383	33259383	33209383	FUT10	Adygei	15	0.066666667
33189383	33289383	33239383	FUT10	Adygei	12	0.083333333
33219383	33319383	33269383	FUT10	Adygei	15	0.133333333
33249383	33349383	33299383	FUT10	Adygei	12	0.166666667
33279383	33379383	33329383	FUT10	Adygei	10	0.2
33309383	33409383	33359383	FUT10	Adygei	11	0.090909091
33339383	33439383	33389383	FUT10	Adygei	13	0.076923077
33369383	33469383	33419383	FUT10	Adygei	13	0.230769231
33399383	33499383	33449383	FUT10	Adygei	13	0.307692308
33429383	33529383	33479383	FUT10	Adygei	12	0.25
33459383	33559383	33509383	FUT10	Adygei	14	0.142857143
33489383	33589383	33539383	FUT10	Adygei	15	0.066666667
33519383	33619383	33569383	FUT10	Adygei	14	0.071428571
33549383	33649383	33599383	FUT10	Adygei	8	0.125
33579383	33679383	33629383	FUT10	Adygei	6	0.166666667
33609383	33709383	33659383	FUT10	Adygei	6	0.166666667
33639383	33739383	33689383	FUT10	Adygei	5	0.2
33669383	33769383	33719383	FUT10	Adygei	7	0.142857143
33699383	33799383	33749383	FUT10	Adygei	6	0.333333333
33729383	33829383	33779383	FUT10	Adygei	7	0.428571429
33759383	33859383	33809383	FUT10	Adygei	7	0.571428571
74805452	74905452	74855452	FUT11	Adygei	5	0.2
74835452	74935452	74885452	FUT11	Adygei	4	0.25
74865452	74965452	74915452	FUT11	Adygei	4	0.25
74895452	74995452	74945452	FUT11	Adygei	4	0.5
74925452	75025452	74975452	FUT11	Adygei	4	0.75
74955452	75055452	75005452	FUT11	Adygei	4	0.5
74985452	75085452	75035452	FUT11	Adygei	6	0.166666667
75015452	75115452	75065452	FUT11	Adygei	7	0.142857143
75045452	75145452	75095452	FUT11	Adygei	5	0
75075452	75175452	75125452	FUT11	Adygei	5	0
75105452	75205452	75155452	FUT11	Adygei	3	0.333333333
75135452	75235452	75185452	FUT11	Adygei	7	0.428571429
75165452	75265452	75215452	FUT11	Adygei	7	0.428571429
75195452	75295452	75245452	FUT11	Adygei	7	0.285714286
75225452	75325452	75275452	FUT11	Adygei	10	0.1
75255452	75355452	75305452	FUT11	Adygei	13	0.153846154
75285452	75385452	75335452	FUT11	Adygei	16	0.1875
75315452	75415452	75365452	FUT11	Adygei	19	0.157894737
75345452	75445452	75395452	FUT11	Adygei	11	0.181818182
75375452	75475452	75425452	FUT11	Adygei	12	0.166666667
75405452	75505452	75455452	FUT11	Adygei	11	0.090909091
75435452	75535452	75485452	FUT11	Adygei	10	0
75465452	75565452	75515452	FUT11	Adygei	8	0.125
75495452	75595452	75545452	FUT11	Adygei	8	0.125
75525452	75625452	75575452	FUT11	Adygei	6	0.166666667
29862171	29962171	29912171	FUT12	Adygei	19	0.473684211
29892171	29992171	29942171	FUT12	Adygei	23	0.47826087
29922171	30022171	29972171	FUT12	Adygei	20	0.4
29952171	30052171	30002171	FUT12	Adygei	19	0.421052632
29982171	30082171	30032171	FUT12	Adygei	16	0.375
30012171	30112171	30062171	FUT12	Adygei	15	0.466666667
30042171	30142171	30092171	FUT12	Adygei	16	0.375
30072171	30172171	30122171	FUT12	Adygei	11	0.454545455
30102171	30202171	30152171	FUT12	Adygei	12	0.416666667
30132171	30232171	30182171	FUT12	Adygei	9	0.444444444
30162171	30262171	30212171	FUT12	Adygei	8	0.625
30192171	30292171	30242171	FUT12	Adygei	7	0.714285714
30222171	30322171	30272171	FUT12	Adygei	5	0.4
30252171	30352171	30302171	FUT12	Adygei	5	0.4
30282171	30382171	30332171	FUT12	Adygei	6	0.166666667
30312171	30412171	30362171	FUT12	Adygei	6	0.333333333
30342171	30442171	30392171	FUT12	Adygei	5	0.4
30372171	30472171	30422171	FUT12	Adygei	3	0.666666667
30402171	30502171	30452171	FUT12	Adygei	3	0.666666667
30432171	30532171	30482171	FUT12	Adygei	3	0.333333333
30462171	30562171	30512171	FUT12	Adygei	7	0.142857143
30492171	30592171	30542171	FUT12	Adygei	9	0.222222222
30522171	30622171	30572171	FUT12	Adygei	11	0.454545455
30552171	30652171	30602171	FUT12	Adygei	11	0.454545455
30582171	30682171	30632171	FUT12	Adygei	13	0.538461538
30612171	30712171	30662171	FUT12	Adygei	13	0.538461538
53491528	53591528	53541528	FUT1_2	Adygei	17	0.352941176
53521528	53621528	53571528	FUT1_2	Adygei	14	0.285714286
53551528	53651528	53601528	FUT1_2	Adygei	11	0.363636364
53581528	53681528	53631528	FUT1_2	Adygei	8	0.375
53611528	53711528	53661528	FUT1_2	Adygei	6	0.5
53641528	53741528	53691528	FUT1_2	Adygei	5	0.8
53671528	53771528	53721528	FUT1_2	Adygei	10	0.5
53701528	53801528	53751528	FUT1_2	Adygei	21	0.428571429
53731528	53831528	53781528	FUT1_2	Adygei	24	0.416666667
53761528	53861528	53811528	FUT1_2	Adygei	22	0.409090909
53791528	53891528	53841528	FUT1_2	Adygei	11	0.454545455
53821528	53921528	53871528	FUT1_2	Adygei	11	0.272727273
53851528	53951528	53901528	FUT1_2	Adygei	20	0.15
53881528	53981528	53931528	FUT1_2	Adygei	23	0.130434783
53911528	54011528	53961528	FUT1_2	Adygei	22	0.181818182
53941528	54041528	53991528	FUT1_2	Adygei	17	0.235294118
53971528	54071528	54021528	FUT1_2	Adygei	18	0.277777778
54001528	54101528	54051528	FUT1_2	Adygei	18	0.444444444
54031528	54131528	54081528	FUT1_2	Adygei	21	0.380952381
54061528	54161528	54111528	FUT1_2	Adygei	21	0.285714286
