#window.start	window.end	window.center	Gene	Population	nsnps,daf	daf,lower
88158598	88258598	88208598	GALNT4	San	14	0,86
74469815	74569815	74519815	GCNT4	Kalash	7	0,86
96233842	96333842	96283842	FUT9	Biaka.Pygmies	7	0,86
74469815	74569815	74519815	GCNT4	Orcadian	7	0,86
62060589	62160589	62110589	B3GNT2	Hazara	7	0,86
33759383	33859383	33809383	FUT10	Papuan	7	0,86
62060589	62160589	62110589	B3GNT2	Russian	7	0,86
121341370	121441370	121391370	B3GNT4	Bantu	7	0,86
121521370	121621370	121571370	B3GNT4	Karitiana	7	0,86
119577737	119677737	119627737	C1GALT1C1	Biaka.Pygmies	7	0,86
65028701	65128701	65078701	FUT8	Mbuti.Pygmies	7	0,86
74469815	74569815	74519815	GCNT4	Sardinian	7	0,86
99995776	100095776	100045776	SIAT10	Bantu	7	0,86
191172115	191272115	191222115	B3GALT2	Makrani	7	0,86
62060589	62160589	62110589	B3GNT2	Makrani	7	0,86
50211968	50311968	50261968	GALNT6	Mbuti.Pygmies	7	0,86
62060589	62160589	62110589	B3GNT2	Pathan	7	0,86
62060589	62160589	62110589	B3GNT2	Sardinian	7	0,86
65681040	65781040	65731040	B3GNT1	Biaka.Pygmies	7	0,86
74439815	74539815	74489815	GCNT4	NAN.Melanesian	7	0,86
74469815	74569815	74519815	GCNT4	North.East.China	7	0,86
62060589	62160589	62110589	B3GNT2	Palestinian	7	0,86
33217013	33317013	33267013	B4GALT1	South.China	14	0,86
64968701	65068701	65018701	FUT8	Han	7	0,86
154055529	154155529	154105529	GALNT10	Mbuti.Pygmies	7	0,86
62060589	62160589	62110589	B3GNT2	North.West.China	7	0,86
62060589	62160589	62110589	B3GNT2	Mozabite	7	0,86
65058701	65158701	65108701	FUT8	Papuan	7	0,86
62060589	62160589	62110589	B3GNT2	Burusho	7	0,86
74439815	74539815	74489815	GCNT4	Surui	7	0,86
184212970	184312970	184262970	B3GNT5	Mandenka	13	0,85
188305465	188405465	188355465	SIAT1	Biaka.Pygmies	26	0,85
30596900	30696900	30646900	GALNT14	Biaka.Pygmies	13	0,85
33217013	33317013	33267013	B4GALT1	San	12	0,83
65088701	65188701	65138701	FUT8	San	6	0,83
65178701	65278701	65228701	FUT8	San	6	0,83
11816012	11916012	11866012	GALNT18	San	12	0,83
74379815	74479815	74429815	GCNT4	San	6	0,83
44415707	44515707	44465707	SIAT6	San	6	0,83
74409815	74509815	74459815	GCNT4	Adygei	12	0,83
62060589	62160589	62110589	B3GNT2	Adygei	6	0,83
99800916	99900916	99850916	SIAT8D	Biaka.Pygmies	6	0,83
62060589	62160589	62110589	B3GNT2	Druze	6	0,83
166516007	166616007	166566007	GALNT3	Orcadian	12	0,83
62060589	62160589	62110589	B3GNT2	Biaka.Pygmies	6	0,83
119547737	119647737	119597737	C1GALT1C1	Biaka.Pygmies	6	0,83
53641528	53741528	53691528	FUT1_2	Mozabite	6	0,83
77157338	77257338	77207338	SIAT7C_E	Biaka.Pygmies	12	0,83
191442115	191542115	191492115	B3GALT2	French	6	0,83
68891490	68991490	68941490	SIAT4B	Makrani	6	0,83
42894475	42994475	42944475	SIAT8E	Mbuti.Pygmies	6	0,83
154055529	154155529	154105529	GALNT10	Orcadian	12	0,83
191172115	191272115	191222115	B3GALT2	Pathan	6	0,83
121251370	121351370	121301370	B3GNT4	Bantu	6	0,83
53641528	53741528	53691528	FUT1_2	Brahui	6	0,83
62060589	62160589	62110589	B3GNT2	Mbuti.Pygmies	6	0,83
74049815	74149815	74099815	GCNT4	Mbuti.Pygmies	6	0,83
76264680	76364680	76314680	B3GNT6	Sardinian	6	0,83
191442115	191542115	191492115	B3GALT2	Makrani	6	0,83
99800916	99900916	99850916	SIAT8D	Mandenka	6	0,83
75525452	75625452	75575452	FUT11	Mbuti.Pygmies	6	0,83
100025776	100125776	100075776	SIAT10	Palestinian	6	0,83
191172115	191272115	191222115	B3GALT2	Sindhi	6	0,83
33247013	33347013	33297013	B4GALT1	Biaka.Pygmies	12	0,83
121551370	121651370	121601370	B3GNT4	Karitiana	6	0,83
65711040	65811040	65761040	B3GNT1	Biaka.Pygmies	6	0,83
53641528	53741528	53691528	FUT1_2	Makrani	6	0,83
65118701	65218701	65168701	FUT8	Maya	12	0,83
121311370	121411370	121361370	B3GNT4	Yoruba	6	0,83
191172115	191272115	191222115	B3GALT2	Hazara	6	0,83
64968701	65068701	65018701	FUT8	Papuan	6	0,83
33217013	33317013	33267013	B4GALT1	Adygei	11	0,82
33217013	33317013	33267013	B4GALT1	NAN.Melanesian	11	0,82
33217013	33317013	33267013	B4GALT1	Sardinian	11	0,82
74409815	74509815	74459815	GCNT4	Kalash	11	0,82
33217013	33317013	33267013	B4GALT1	Yakut	11	0,82
74409815	74509815	74459815	GCNT4	Orcadian	11	0,82
65088701	65188701	65138701	FUT8	Biaka.Pygmies	11	0,82
74409815	74509815	74459815	GCNT4	Sardinian	11	0,82
44085707	44185707	44135707	SIAT6	Bantu	11	0,82
100520916	100620916	100570916	SIAT8D	Karitiana	11	0,82
33247013	33347013	33297013	B4GALT1	Makrani	11	0,82
33247013	33347013	33297013	B4GALT1	South.China	11	0,82
30192171	30292171	30242171	FUT12	Palestinian	11	0,82
33247013	33347013	33297013	B4GALT1	Druze	11	0,82
42864475	42964475	42914475	SIAT8E	Yakut	11	0,82
96773842	96873842	96823842	FUT9	Biaka.Pygmies	22	0,82
33247013	33347013	33297013	B4GALT1	Sindhi	11	0,82
65088701	65188701	65138701	FUT8	Cambodian	11	0,82
33247013	33347013	33297013	B4GALT1	Brahui	11	0,82
166516007	166616007	166566007	GALNT3	NAN.Melanesian	11	0,82
33277013	33377013	33327013	B4GALT1	Yoruba	11	0,82
74439815	74539815	74489815	GCNT4	Russian	11	0,82
30192171	30292171	30242171	FUT12	Makrani	11	0,82
33247013	33347013	33297013	B4GALT1	Mozabite	11	0,82
33217013	33317013	33267013	B4GALT1	Balochi	11	0,82
30192171	30292171	30242171	FUT12	Druze	11	0,82
93543691	93643691	93593691	FUT4	Balochi	16	0,81
75927338	76027338	75977338	SIAT7C_E	Biaka.Pygmies	16	0,81
30522171	30622171	30572171	FUT12	Yakut	16	0,81
96803842	96903842	96853842	FUT9	Biaka.Pygmies	21	0,81
119517737	119617737	119567737	C1GALT1C1	Bantu	5	0,80
96293842	96393842	96343842	FUT9	Biaka.Pygmies	10	0,80
99830916	99930916	99880916	SIAT8D	Biaka.Pygmies	5	0,80
96203842	96303842	96253842	FUT9	Maya	10	0,80
159641585	159741585	159691585	B4GALT3	Mbuti.Pygmies	5	0,80
30402171	30502171	30452171	FUT12	Mbuti.Pygmies	5	0,80
68861490	68961490	68911490	SIAT4B	North.West.China	5	0,80
76264680	76364680	76314680	B3GNT6	Papuan	5	0,80
53611528	53711528	53661528	FUT1_2	San	5	0,80
53641528	53741528	53691528	FUT1_2	San	5	0,80
64968701	65068701	65018701	FUT8	San	5	0,80
65058701	65158701	65108701	FUT8	San	5	0,80
65148701	65248701	65198701	FUT8	San	5	0,80
151634698	151734698	151684698	GALNT11_15	San	10	0,80
88098598	88198598	88148598	GALNT4	San	10	0,80
74439815	74539815	74489815	GCNT4	San	10	0,80
44355707	44455707	44405707	SIAT6	San	5	0,80
42834475	42934475	42884475	SIAT8E	San	10	0,80
100310916	100410916	100360916	SIAT8D	Surui	5	0,80
100520916	100620916	100570916	SIAT8D	Surui	10	0,80
96953842	97053842	97003842	FUT9	Biaka.Pygmies	15	0,80
39488604	39588604	39538604	B3GALT5	Burusho	10	0,80
96863842	96963842	96913842	FUT9	Russian	15	0,80
33429383	33529383	33479383	FUT10	Biaka.Pygmies	10	0,80
62090589	62190589	62140589	B3GNT2	Adygei	5	0,80
62090589	62190589	62140589	B3GNT2	Balochi	5	0,80
62090589	62190589	62140589	B3GNT2	Druze	5	0,80
62090589	62190589	62140589	B3GNT2	Hazara	5	0,80
75015452	75115452	75065452	FUT11	Mbuti.Pygmies	5	0,80
68861490	68961490	68911490	SIAT4B	North.East.China	5	0,80
62090589	62190589	62140589	B3GNT2	Russian	5	0,80
69041490	69141490	69091490	SIAT4B	Yoruba	5	0,80
96233842	96333842	96283842	FUT9	Mbuti.Pygmies	5	0,80
33217013	33317013	33267013	B4GALT1	Sindhi	15	0,80
96893842	96993842	96943842	FUT9	Biaka.Pygmies	20	0,80
88068598	88168598	88118598	GALNT4	Mbuti.Pygmies	10	0,80
121551370	121651370	121601370	B3GNT4	Mbuti.Pygmies	5	0,80
75435452	75535452	75485452	FUT11	Biaka.Pygmies	10	0,80
39488604	39588604	39538604	B3GALT5	Hazara	10	0,80
30192171	30292171	30242171	FUT12	Russian	10	0,80
39488604	39588604	39538604	B3GALT5	Yakut	10	0,80
30072171	30172171	30122171	FUT12	Makrani	10	0,80
30132171	30232171	30182171	FUT12	Hazara	10	0,80
6896187	6996187	6946187	C1GALT1	North.Italy	5	0,80
6896187	6996187	6946187	C1GALT1	Sardinian	5	0,80
76234680	76334680	76284680	B3GNT6	Biaka.Pygmies	10	0,80
65208701	65308701	65258701	FUT8	Biaka.Pygmies	10	0,80
30132171	30232171	30182171	FUT12	Mozabite	10	0,80
68831490	68931490	68881490	SIAT4B	Bantu	5	0,80
100025776	100125776	100075776	SIAT10	Basque	5	0,80
68831490	68931490	68881490	SIAT4B	Biaka.Pygmies	5	0,80
30192171	30292171	30242171	FUT12	French	10	0,80
100025776	100125776	100075776	SIAT10	French	5	0,80
68861490	68961490	68911490	SIAT4B	Hazara	5	0,80
68861490	68961490	68911490	SIAT4B	Japanese	5	0,80
174533751	174633751	174583751	GALNT7_17	Karitiana	5	0,80
100490916	100590916	100540916	SIAT8D	Karitiana	5	0,80
62090589	62190589	62140589	B3GNT2	Makrani	5	0,80
30372171	30472171	30422171	FUT12	Mandenka	5	0,80
100025776	100125776	100075776	SIAT10	Mandenka	5	0,80
62030589	62130589	62080589	B3GNT2	Mbuti.Pygmies	5	0,80
39488604	39588604	39538604	B3GALT5	Mozabite	10	0,80
100025776	100125776	100075776	SIAT10	Mozabite	5	0,80
68831490	68931490	68881490	SIAT4B	Mozabite	5	0,80
100025776	100125776	100075776	SIAT10	North.Italy	5	0,80
62090589	62190589	62140589	B3GNT2	North.West.China	5	0,80
68831490	68931490	68881490	SIAT4B	Palestinian	5	0,80
62090589	62190589	62140589	B3GNT2	Pathan	5	0,80
62090589	62190589	62140589	B3GNT2	Sardinian	5	0,80
100025776	100125776	100075776	SIAT10	Sindhi	5	0,80
68831490	68931490	68881490	SIAT4B	Sindhi	5	0,80
68861490	68961490	68911490	SIAT4B	South.China	5	0,80
75045452	75145452	75095452	FUT11	Surui	5	0,80
154055529	154155529	154105529	GALNT10	Yoruba	10	0,80
68861490	68961490	68911490	SIAT4B	Yoruba	5	0,80
68891490	68991490	68941490	SIAT4B	Yoruba	5	0,80
64998701	65098701	65048701	FUT8	Maya	10	0,80
53641528	53741528	53691528	FUT1_2	Balochi	5	0,80
62090589	62190589	62140589	B3GNT2	Bantu	5	0,80
30072171	30172171	30122171	FUT12	Hazara	10	0,80
39488604	39588604	39538604	B3GALT5	Mbuti.Pygmies	10	0,80
158122879	158222879	158172879	GALNT5	Mbuti.Pygmies	15	0,80
62090589	62190589	62140589	B3GNT2	Mozabite	5	0,80
62090589	62190589	62140589	B3GNT2	Palestinian	5	0,80
53641528	53741528	53691528	FUT1_2	Russian	5	0,80
30192171	30292171	30242171	FUT12	Bedouin	10	0,80
33277013	33377013	33327013	B4GALT1	Mandenka	10	0,80
88488598	88588598	88538598	GALNT4	Mandenka	15	0,80
100025776	100125776	100075776	SIAT10	Bantu	5	0,80
68831490	68931490	68881490	SIAT4B	Bedouin	5	0,80
97073842	97173842	97123842	FUT9	Brahui	5	0,80
100025776	100125776	100075776	SIAT10	Han	5	0,80
74409815	74509815	74459815	GCNT4	North.East.China	10	0,80
65561040	65661040	65611040	B3GNT1	Papuan	10	0,80
99800916	99900916	99850916	SIAT8D	Yoruba	5	0,80
30522171	30622171	30572171	FUT12	North.East.China	15	0,80
99965776	100065776	100015776	SIAT10	Biaka.Pygmies	10	0,80
151394698	151494698	151444698	GALNT11_15	Mozabite	10	0,80
53641528	53741528	53691528	FUT1_2	Adygei	5	0,80
65711040	65811040	65761040	B3GNT1	Mbuti.Pygmies	5	0,80
65058701	65158701	65108701	FUT8	NAN.Melanesian	5	0,80
53641528	53741528	53691528	FUT1_2	Palestinian	5	0,80
53641528	53741528	53691528	FUT1_2	Pathan	5	0,80
64968701	65068701	65018701	FUT8	Pima	5	0,80
121341370	121441370	121391370	B3GNT4	Yoruba	5	0,80
76324680	76424680	76374680	B3GNT6	Biaka.Pygmies	10	0,80
65028701	65128701	65078701	FUT8	Papuan	5	0,80
65028701	65128701	65078701	FUT8	Hazara	10	0,80
30192171	30292171	30242171	FUT12	Sindhi	10	0,80
53641528	53741528	53691528	FUT1_2	French	5	0,80
30072171	30172171	30122171	FUT12	North.West.China	10	0,80
62090589	62190589	62140589	B3GNT2	Burusho	5	0,80
10896934	10996934	10946934	GCNT2	Mbuti.Pygmies	19	0,79
75957338	76057338	76007338	SIAT7C_E	San	14	0,79
96833842	96933842	96883842	FUT9	Orcadian	14	0,79
30596900	30696900	30646900	GALNT14	Balochi	14	0,79
33217013	33317013	33267013	B4GALT1	Makrani	14	0,79
93573691	93673691	93623691	FUT4	Mbuti.Pygmies	14	0,79
49761968	49861968	49811968	GALNT6	Sardinian	14	0,79
158182879	158282879	158232879	GALNT5	Maya	14	0,79
33217013	33317013	33267013	B4GALT1	Brahui	14	0,79
30522171	30622171	30572171	FUT12	North.West.China	14	0,79
158152879	158252879	158202879	GALNT5	Russian	14	0,79
158182879	158282879	158232879	GALNT5	Russian	14	0,79
96263842	96363842	96313842	FUT9	Biaka.Pygmies	9	0,78
29982171	30082171	30032171	FUT12	San	9	0,78
30012171	30112171	30062171	FUT12	San	9	0,78
